Team,Played,Won,Lost,Points
Hong Kong Football Club 8B,16,15,1,80
Hong Kong Football Club 8A,16,14,2,72
Perrier Sergio Tacchini KCC 5,16,11,5,61
Police 1,16,5,11,47
Hong Kong Cricket Club 5,16,7,9,46
Honey Badgers 1,16,8,8,38
Hong Kong Cricket Club 4,15,5,10,30
Target,16,3,13,22
Hang Seng Management College,15,3,12,16
