Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,avg_win_perc
Hong Kong Cricket Club M2A,42.857142857142854,23.80952380952381,-23.809523809523803,23.333333333333336,16.54761904761905
Hong Kong Football Club M2B,55.55555555555556,7.9365079365079225,-35.0,20.0,12.123015873015873
Ladies Recreation Club M2A,16.07142857142857,-3.5714285714285694,-2.3809523809523796,-6.666666666666671,0.8630952380952337
Hong Kong Cricket Club M2B,8.92857142857143,-8.92857142857143,25.0,-35.714285714285715,-2.6785714285714306
Hong Kong Football Club M2A,-8.333333333333343,16.66666666666667,5.714285714285708,-28.57142857142857,-3.6309523809523796
Ladies Recreation Club M2B,-12.5,-17.5,33.33333333333333,-25.0,-5.416666666666668
