Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc
Winter Warriors,33.33333333333334,50.000000000000014,13.333333333333343,-20.0,15.0,18.333333333333343
Sea Bear,26.66666666666667,30.0,-20.0,20.0,0.0,11.333333333333343
Hong Kong Racketlon Assoication 2,20.0,-40.0,30.0,0.0,40.0,10.0
CSD Squash Team,11.42857142857143,-25.714285714285715,20.0,33.33333333333333,0.0,7.809523809523807
South China Athletic Association,-16.666666666666657,33.33333333333333,0.0,-16.66666666666667,33.33333333333333,6.666666666666686
ZOMA,21.42857142857143,7.142857142857146,21.42857142857143,-46.42857142857143,16.666666666666657,4.047619047619044
North District Sports Association 1,-20.0,0.0,40.0,-33.33333333333334,33.33333333333333,4.0
Hong Kong Football Club 12B,5.555555555555554,0.0,8.333333333333329,-37.14285714285714,40.0,3.3492063492063515
Hong Kong Football Club 12A,-12.5,-17.85714285714286,-7.142857142857146,26.190476190476204,23.333333333333343,2.404761904761905
Alpha CUHK,-16.666666666666657,0.0,-6.666666666666657,13.333333333333343,6.666666666666657,-0.6666666666666572
Latecomers,-8.333333333333343,0.0,0.0,0.0,0.0,-1.6666666666666679
Star River 2,-11.42857142857143,17.14285714285714,-25.0,-10.0,-25.0,-10.857142857142854
