Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Hong Kong Football Club M1B,12,9,3,36,27,9,0,0,0,0
Hong Kong Football Club M1A,12,9,3,32,23,13,2,0,0,0
Hong Kong Cricket Club M1B,12,6,6,24,18,18,0,0,0,0
Hong Kong Cricket Club M1A,13,4,9,18,14,25,0,2,0,0
Ladies Recreation Club M1,11,2,9,10,8,25,0,0,0,0
