Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc
SKCSC M4,14.285714285714292,71.42857142857143,44.642857142857146,44.642857142857146,30.35714285714286,41.07142857142858
United Services Recreation Club M4,5.357142857142861,48.214285714285715,7.142857142857146,44.642857142857146,66.66666666666667,34.404761904761905
Bolton,71.42857142857143,38.09523809523809,33.33333333333333,0.0,0.0,28.57142857142857
Royal Hong Kong Yacht Club M4,22.22222222222222,16.666666666666664,22.22222222222222,11.11111111111111,16.666666666666664,17.77777777777778
WAKO,-28.57142857142857,14.285714285714285,42.85714285714286,0.0,40.47619047619049,13.809523809523832
Hong Kong Club Blue,0.0,0.0,25.0,37.5,0.0,12.5
Hong Kong Football Club M4B,12.5,20.833333333333343,-8.333333333333343,-2.5,22.5,9.0
Kowloon Cricket Club M4,-21.42857142857143,8.92857142857143,-3.5714285714285694,21.42857142857143,32.14285714285714,7.5
Hong Kong Football Club M4A,-9.523809523809518,2.3809523809523654,-11.904761904761912,23.80952380952381,23.80952380952381,5.714285714285708
Hong Kong Cricket Club M4,-21.42857142857143,-19.64285714285714,5.357142857142861,21.42857142857143,7.142857142857146,-1.4285714285714235
