Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Electrify Squash Div 13,11,11,0,59,48,7
Sha Tin 6,11,10,1,51,41,14
X-Alpha 5,11,6,5,38,32,23
Fusion Squash Club 2,11,7,4,35,28,27
SocGen Squash,11,4,7,34,30,25
Yuen Long District Sports Association Limited,11,4,7,30,26,29
Energy Squash Club 2,11,5,6,29,24,31
Energy Squash Club 1,11,4,7,29,25,30
i-Mask Advance Squash Club 5,11,5,6,28,23,32
Kinetic 4,11,4,7,23,19,36
HKIS Div 13,11,3,8,20,18,37
Happy Squash 4,11,3,8,19,16,39
