Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
United Services Recreation Club M3,11,10,1,54,44,11
Hong Kong Football Club M3A,11,9,2,47,38,17
Royal Hong Kong Yacht Club M3,11,7,4,45,38,17
Hong Kong Football Club M3B,11,6,5,38,32,23
Old Squash Fellows,11,6,5,33,27,28
Hong Kong Cricket Club M3,11,3,8,16,13,42
Kowloon Cricket Club M3,11,2,9,16,14,41
Titlows Squash Team,11,1,10,15,14,41
