Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Dynamos Squash,11,11,0,60,49,6
Fusion Squash Club 1,11,8,3,42,34,21
X-Alpha 4,11,7,4,38,31,24
Vitality Squash 2,11,4,7,27,24,31
NEXUS 3,11,3,8,27,24,31
MERCURY,11,5,6,26,22,33
Happy Squash 3,11,4,7,24,20,35
LONGVIEW,11,2,9,18,16,39
