Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Electrify Squash Div 15,11,10,1,54,44,11
RELAY 2,11,8,3,47,39,16
Squash-On,11,7,4,38,31,23
Fusion Squash Club 3,11,4,7,29,25,30
Squashathon MeGa,10,5,5,27,22,28
TNG 3,11,5,6,25,22,33
i-Mask Advance Squash Club 6,11,3,8,21,18,37
Serve - Ivors,10,1,9,13,13,36
