Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
United Services Recreation Club M4,11,9,2,47,38,17
SKCSC,11,8,3,42,34,21
Hong Kong Football Club M4A,11,6,5,39,33,22
Hong Kong Football Club M4B,10,6,4,32,26,24
Royal Hong Kong Yacht Club M4,11,5,6,30,25,30
WAKO,11,5,6,30,25,30
Hong Kong Club Blue,11,3,8,24,21,34
Bolton,10,1,9,14,13,37
