Home Team,Away Team,Venue,Match Week,Date
Physical Chess 1,Sha Tin 2,HK Squash Centre,4,2025-10-24
ERROR,Physical Chess 1,Cornwall Street Squash Centre,5,2025-10-31
Physical Chess 1,NEXUS 2,Cornwall Street Squash Centre,6,2025-11-07
Sha Tin 2,ERROR,Cornwall Street Squash Centre,6,2025-11-07
NEXUS 2,Sha Tin 2,Cornwall Street Squash Centre,7,2025-11-14
Happy Squash 2,Squashathon,Yeung Uk Road Sports Centre,7,2025-11-14
Physical Chess 1,Hong Kong Football Club 5,HK Squash Centre,8,2025-11-21
ERROR,NEXUS 2,HK Squash Centre,8,2025-11-21
Sha Tin 2,Hong Kong Football Club 5,Pei Ho Street Sports Centre,9,2025-11-28
Happy Squash 2,Physical Chess 1,Yeung Uk Road Sports Centre,9,2025-11-28
Squashathon,Physical Chess 1,Cornwall Street Squash Centre,10,2025-12-12
Sha Tin 2,Squashathon,Cornwall Street Squash Centre,11,2025-12-19
Squashathon,ERROR,Cornwall Street Squash Centre,12,2026-01-09
Happy Squash 2,NEXUS 2,Yeung Uk Road Sports Centre,12,2026-01-09
NEXUS 2,Squashathon,Cornwall Street Squash Centre,13,2026-01-16
Sha Tin 2,Physical Chess 1,HK Squash Centre,13,2026-01-16
Physical Chess 1,ERROR,Cornwall Street Squash Centre,14,2026-01-23
NEXUS 2,Physical Chess 1,Cornwall Street Squash Centre,15,2026-01-30
ERROR,Sha Tin 2,Cornwall Street Squash Centre,15,2026-01-30
Sha Tin 2,NEXUS 2,Cornwall Street Squash Centre,16,2026-02-06
Squashathon,Happy Squash 2,HK Squash Centre,16,2026-02-06
NEXUS 2,ERROR,HK Squash Centre,17,2026-02-13
