Home Team,Away Team,Venue,Match Week,Date
ZOMA,i-Mask Advance Squash Club 5,Cornwall Street Squash Centre,4,2025-11-04
Sea Bear,ZOMA,Cornwall Street Squash Centre,5,2025-11-11
GMDBB,Alpha CUHK,Cornwall Street Squash Centre,5,2025-11-11
ZOMA,GMDBB,Cornwall Street Squash Centre,6,2025-11-18
Tuen Mun Squash Club,The Zero Squash Club D11,Cornwall Street Squash Centre,6,2025-11-18
i-Mask Advance Squash Club 5,Tuen Mun Squash Club,Cornwall Street Squash Centre,7,2025-11-25
7NT,Alpha CUHK,Cornwall Street Squash Centre,7,2025-11-25
ZOMA,7NT,Cornwall Street Squash Centre,8,2025-12-09
Tuen Mun Squash Club,Sea Bear,Cornwall Street Squash Centre,8,2025-12-09
The Zero Squash Club D11,i-Mask Advance Squash Club 5,Cornwall Street Squash Centre,8,2025-12-09
Sea Bear,The Zero Squash Club D11,Cornwall Street Squash Centre,9,2025-12-16
GMDBB,Tuen Mun Squash Club,Cornwall Street Squash Centre,9,2025-12-16
South China Athletic Association,Electrify Squash Div 11,HK Squash Centre,9,2025-12-16
Alpha CUHK,ZOMA,Cornwall Street Squash Centre,9,2025-12-16
The Zero Squash Club D11,GMDBB,Cornwall Street Squash Centre,10,2026-01-06
i-Mask Advance Squash Club 5,Sea Bear,Cornwall Street Squash Centre,10,2026-01-06
GMDBB,i-Mask Advance Squash Club 5,Cornwall Street Squash Centre,11,2026-01-13
7NT,Tuen Mun Squash Club,Cornwall Street Squash Centre,11,2026-01-13
Alpha CUHK,Tuen Mun Squash Club,Cornwall Street Squash Centre,12,2026-01-20
7NT,The Zero Squash Club D11,Cornwall Street Squash Centre,12,2026-01-20
GMDBB,Sea Bear,Cornwall Street Squash Centre,12,2026-01-20
i-Mask Advance Squash Club 5,7NT,Cornwall Street Squash Centre,13,2026-01-27
The Zero Squash Club D11,Alpha CUHK,Cornwall Street Squash Centre,13,2026-01-27
Tuen Mun Squash Club,ZOMA,Cornwall Street Squash Centre,13,2026-01-27
ZOMA,The Zero Squash Club D11,Cornwall Street Squash Centre,14,2026-02-03
Alpha CUHK,i-Mask Advance Squash Club 5,Cornwall Street Squash Centre,14,2026-02-03
7NT,Sea Bear,Cornwall Street Squash Centre,14,2026-02-03
GMDBB,7NT,Cornwall Street Squash Centre,15,2026-02-10
Sea Bear,Alpha CUHK,Cornwall Street Squash Centre,15,2026-02-10
i-Mask Advance Squash Club 5,ZOMA,Cornwall Street Squash Centre,15,2026-02-10
ZOMA,Sea Bear,Cornwall Street Squash Centre,16,2026-03-03
Alpha CUHK,GMDBB,Cornwall Street Squash Centre,16,2026-03-03
GMDBB,ZOMA,Cornwall Street Squash Centre,17,2026-03-10
The Zero Squash Club D11,Tuen Mun Squash Club,Cornwall Street Squash Centre,17,2026-03-10
Tuen Mun Squash Club,i-Mask Advance Squash Club 5,Cornwall Street Squash Centre,18,2026-03-17
Alpha CUHK,7NT,Cornwall Street Squash Centre,18,2026-03-17
7NT,ZOMA,Cornwall Street Squash Centre,19,2026-03-24
Sea Bear,Tuen Mun Squash Club,Cornwall Street Squash Centre,19,2026-03-24
i-Mask Advance Squash Club 5,The Zero Squash Club D11,Cornwall Street Squash Centre,19,2026-03-24
The Zero Squash Club D11,Sea Bear,Cornwall Street Squash Centre,20,2026-04-14
Tuen Mun Squash Club,GMDBB,Cornwall Street Squash Centre,20,2026-04-14
Electrify Squash Div 11,South China Athletic Association,HK Squash Centre,20,2026-04-14
ZOMA,Alpha CUHK,Cornwall Street Squash Centre,20,2026-04-14
GMDBB,The Zero Squash Club D11,Cornwall Street Squash Centre,21,2026-04-21
Sea Bear,i-Mask Advance Squash Club 5,Cornwall Street Squash Centre,21,2026-04-21
i-Mask Advance Squash Club 5,GMDBB,Cornwall Street Squash Centre,22,2026-04-28
Tuen Mun Squash Club,7NT,Cornwall Street Squash Centre,22,2026-04-28
