Team,Played,Won,Lost,Points,Playoffs,1,2,3,4,5,6,7,8,9,10
Kowloon Cricket Club 6B,18,14.514257128564282,3.485742871435718,76.51225612806402,100.0,78.18909454727364,20.51025512756378,1.3006503251625814,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United Services Recreation Club 2,18,13.060030015007504,4.939969984992496,70.88744372186093,99.69984992496249,21.160580290145074,67.58379189594798,9.104552276138069,1.8509254627313656,0.2001000500250125,0.10005002501250625,0.0,0.0,0.0,0.0
Kowloon Cricket Club 6A,18,10.189094547273637,7.810905452726363,59.62031015507754,76.43821910955478,0.400200100050025,6.503251625812906,40.820410205102554,28.714357178589296,13.856928464232116,6.053026513256628,2.7013506753376686,0.6503251625812907,0.3001500750375188,0.0
Hong Kong Cricket Club 4,18,10.101050525262632,7.8989494747373685,59.22361180590295,75.1375687843922,0.25012506253126565,4.502251125562781,35.56778389194598,34.817408704352175,14.607303651825912,6.803401700850426,2.451225612806403,0.80040020010005,0.2001000500250125,0.0
Hong Kong Football Club 6B,18,8.526263131565784,9.473736868434216,52.017008504252125,21.260630315157577,0.0,0.5002501250625313,6.4032016008004,14.357178589294648,25.71285642821411,23.111555777888945,16.408204102051023,9.254627313656828,4.00200100050025,0.25012506253126565
Hong Kong Football Club 6A,18,8.544772386193095,9.455227613806905,51.250625312656325,17.10855427713857,0.0,0.3501750875437719,4.452226113056528,12.30615307653827,22.461230615307652,23.71185592796398,19.05952976488244,12.356178089044523,5.102551275637819,0.2001000500250125
Friend Club 3,18,7.3031515757878935,10.696848424212106,48.13706853426714,6.503251625812906,0.0,0.05002501250625312,1.7008504252126064,4.752376188094047,12.606303151575787,17.658829414707352,23.66183091545773,23.461730865432717,14.607303651825912,1.500750375187594
Hong Kong Football Club 6C,18,6.76288144072036,11.23711855927964,46.26313156578289,2.8514257128564284,0.0,0.0,0.4502251125562781,2.4012006003001503,6.8534267133566775,14.25712856428214,22.861430715357677,28.714357178589296,22.411205602801402,2.051025512756378
Global Squash 1,18,6.648824412206103,11.351175587793897,43.08004002001,1.0005002501250624,0.0,0.0,0.2001000500250125,0.80040020010005,3.601800900450225,8.15407703851926,12.156078039019508,22.56128064032016,43.42171085542771,9.104552276138069
Social Squash Team,18,4.349674837418709,13.65032516258129,33.00850425212606,0.0,0.0,0.0,0.0,0.0,0.10005002501250625,0.1500750375187594,0.7003501750875438,2.2011005502751377,9.954977488744372,86.89344672336168
