Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,avg_win_perc,Total Rubbers
Kowloon Cricket Club 1A,50.0,100.0,100.0,83.33333333333333,6
Hong Kong Cricket Club 1,100.0,66.66666666666666,0.0,55.55555555555555,9
Hong Kong Football Club 1B,50.0,50.0,50.0,50.0,6
FWD,0.0,100.0,0.0,33.333333333333336,6
Hong Kong Football Club 1A,100.0,0.0,0.0,33.333333333333336,3
Kowloon Cricket Club 1B,0.0,0.0,0.0,0.0,3
