Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Hong Kong Football Club M1B,10,8,2,31,23,7,0,0,0,0
Hong Kong Football Club M1A,9,6,3,22,16,11,2,0,0,0
Hong Kong Cricket Club M1B,9,5,4,20,15,12,0,0,0,0
Hong Kong Cricket Club M1A,11,3,8,14,11,22,0,2,0,0
Ladies Recreation Club M1,9,2,7,9,7,20,0,0,0,0
