Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
JESSICA L4,10,10,0,38,28,2,0,0,0,1
Hong Kong Cricket Club L4,11,10,1,35,25,8,0,1,0,0
Hong Kong Football Club JSA,10,6,4,25,20,10,0,3,1,0
Hong Kong Football Club L4,10,4,6,17,13,17,0,1,0,0
JESSICA Smashin' Mochi,10,3,7,14,11,19,0,1,0,0
Electrify Squash Ladies,11,1,10,7,6,27,2,0,0,1
i-Mask Advance Squash Club L4,10,2,8,6,5,25,5,1,1,0
