Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Kowloon Cricket Club L2,16,15,1,66,51,13
Hong Kong Football Club L2B,16,13,3,57,44,20
JESSICA L2,16,8,8,49,41,23
Hong Kong Football Club L2A,16,5,11,34,29,35
Hong Kong Cricket Club L2,16,3,13,17,14,50
Hong Kong Football Club L2C,16,4,12,15,13,51
