Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,avg_win_perc,Total Rubbers
JESSICA L3,43.75,87.5,56.25,62.5,48
Hong Kong Cricket Club Rockettes,46.666666666666664,73.33333333333333,57.14285714285714,59.047619047619044,44
i-Mask Advance Squash Club L3,56.25,46.666666666666664,61.53846153846154,54.81837606837607,44
Hong Kong Football Club L3B,66.66666666666666,33.33333333333333,26.666666666666668,42.22222222222222,45
Hong Kong Football Club L3C,53.333333333333336,33.33333333333333,35.714285714285715,40.79365079365079,44
Hong Kong Football Club L3A,33.33333333333333,21.428571428571427,64.28571428571429,39.682539682539684,43
