Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,avg_win_perc,Total Rubbers
Kowloon Cricket Club 2,91.66666666666666,91.66666666666666,75.0,72.72727272727273,82.76515151515152,47
Hong Kong Football Club 2A,84.61538461538461,84.61538461538461,69.23076923076923,38.46153846153847,69.23076923076923,52
Hong Kong Football Club 2B,23.076923076923077,30.76923076923077,69.23076923076923,69.23076923076923,48.07692307692307,52
Hong Kong Cricket Club 2,41.66666666666667,33.33333333333333,8.333333333333332,33.33333333333333,29.166666666666664,48
Young Player 2,8.333333333333332,8.333333333333332,25.0,36.36363636363637,19.507575757575758,47
