Team Name,Home,Average Home Score,Average Away Score,Difference
Hong Kong Football Club 16,Hong Kong Football Club (HKFC),3.909090909090909,2.8181818181818183,1.0909090909090908
Craigengower Cricket Club,Craigengower Cricket Club (CCC),2.090909090909091,1.0909090909090908,1.0
Alpha CUHK 2,Chinese University of HK (CUHK),4.090909090909091,3.1818181818181817,0.9090909090909092
Mass,Cornwall Street (CSPSC),1.625,0.875,0.75
Star River 4,Cornwall Street (CSPSC),2.0,1.5,0.5
CSD,Pei Ho Street (PHSSC),1.1,0.8,0.30000000000000004
i-Mask Advance Squash Club 11,Cornwall Street (CSPSC),3.875,3.625,0.25
Winter Warriors,HK Squash Centre (HKSC),1.8,1.6,0.19999999999999996
Global 2,HK Squash Centre (HKSC),3.3,3.1,0.19999999999999973
Head Sha Tin 5,Pei Ho Street (PHSSC),2.6,2.7,-0.10000000000000009
Exclamation,Cornwall Street (CSPSC),4.0,4.125,-0.125
Airporterz,Kwun Chung (KCSC),2.090909090909091,2.272727272727273,-0.1818181818181821
