Team Name,Home,Average Home Score,Average Away Score,Difference
Jaws Master,Masters - HK Squash Centre (HKSC - M),2.6363636363636362,2.142857142857143,0.49350649350649345
American Club-Yacht Club,American Club (AC),2.6,2.125,0.4750000000000001
Hong Kong Football Club M3A,Hong Kong Football Club (HKFC),3.25,3.0,0.25
Hong Kong Football Club M3B,Hong Kong Football Club (HKFC),3.125,3.0,0.125
Hong Kong Cricket Club M3,Hong Kong Cricket Club (HKCC),2.7142857142857144,2.6363636363636362,0.07792207792207817
Alpha CUHK Master,Chinese University of HK (CUHK),1.75,1.7,0.050000000000000044
Titlows Masters,MTR Club House (MTRC),2.125,2.4,-0.2749999999999999
