Team Name,Home,Average Home Score,Average Away Score,Difference
i-Mask Advance Squash Club 7,Cornwall Street (CSPSC),3.7142857142857144,2.875,0.8392857142857144
Hong Kong Cricket Club 7,Hong Kong Cricket Club (HKCC),1.8,1.375,0.42500000000000004
North District Sports Association 1,Cornwall Street (CSPSC),2.2857142857142856,1.875,0.4107142857142856
Martinis,HK Squash Centre (HKSC),3.2857142857142856,3.25,0.03571428571428559
Kinetic 3,Yuen Long Jockey Club (YLJCSC),2.2222222222222223,2.2222222222222223,0.0
The Zero Squash Club D12,Kwun Chung (KCSC),2.5555555555555554,2.7777777777777777,-0.22222222222222232
Revolution,HK Squash Centre (HKSC),2.375,2.857142857142857,-0.4821428571428572
