Team Name,Home,Average Home Score,Average Away Score,Difference
Phoenix 1,Masters - HK Squash Centre (HKSC - M),4.428571428571429,3.25,1.1785714285714288
Hong Kong Cricket Club Young Masters,Hong Kong Cricket Club (HKCC),3.625,3.0,0.625
WAKO Masters,Masters - Java Road (M - JRSC),3.25,2.875,0.375
Hong Kong Football Club M4,Hong Kong Football Club (HKFC),1.5,1.25,0.25
HK Club Blue,HK CLUB,1.375,1.375,0.0
Royal Hong Kong Yacht Club M4,Royal Hong Kong Yacht Club (RHKYC),0.375,0.375,0.0
Perrier Sergio Tacchini KCC M4,Kowloon Cricket Club (KCC),2.875,3.625,-0.75
Bolton,Masters - HK Squash Centre (M - HKSC),2.0,2.857142857142857,-0.8571428571428572
The Hong Kong Jockey Club M4,HKJC Sha Tin Club House (HKJC),3.125,4.125,-1.0
