Team Name,Home,Average Home Score,Average Away Score,Difference
Twister 1,Cornwall Street (CSPSC),3.6666666666666665,2.4285714285714284,1.2380952380952381
Hong Kong Football Club 7,Hong Kong Football Club (HKFC),3.3636363636363638,2.4545454545454546,0.9090909090909092
Tuen Mun Squash Club 1,Yau Oi (YOSC),1.1818181818181819,0.7272727272727273,0.4545454545454546
i-Mask Advance Squash Club 4,Cornwall Street (CSPSC),3.7142857142857144,3.3333333333333335,0.38095238095238093
Spark 2,HK Squash Centre (HKSC),2.5454545454545454,2.272727272727273,0.2727272727272725
United Services Recreation Club 2,United Services Recreation Club (USRC),3.272727272727273,3.1818181818181817,0.09090909090909127
Friend Club 3,Cornwall Street (CSPSC),2.0,2.0,0.0
Fung King Tough,Wai Tsuen (WTSC),3.5454545454545454,3.5454545454545454,0.0
YLJR 1,Lai King (LKSC),2.0,2.090909090909091,-0.09090909090909083
Neptune,Cornwall Street (CSPSC),2.3333333333333335,2.4285714285714284,-0.0952380952380949
i-Mask Advance Squash Club 3,Cornwall Street (CSPSC),1.0,1.1666666666666667,-0.16666666666666674
The Zero Squash Club D7,Cornwall Street (CSPSC),2.6666666666666665,3.0,-0.3333333333333335
