Team Name,Home,Average Home Score,Average Away Score,Difference
Alpha CUHK 1,Chinese University of HK (CUHK),3.3636363636363638,2.0,1.3636363636363638
Tomcat,Cornwall Street (CSPSC),2.8333333333333335,2.0,0.8333333333333335
i-Mask Advance Squash Club 5,Cornwall Street (CSPSC),2.6666666666666665,1.8333333333333333,0.8333333333333333
Andy and Friends,Cornwall Street (CSPSC),3.5,2.8333333333333335,0.6666666666666665
Police 1,Police Sports & Recreation Club (PSRC),2.5454545454545454,1.9090909090909092,0.6363636363636362
The Zero Squash Club D10,Cornwall Street (CSPSC),4.0,3.5,0.5
Super 8,Cornwall Street (CSPSC),3.8333333333333335,3.5,0.3333333333333335
Hong Kong Cricket Club 5,Hong Kong Cricket Club (HKCC),2.272727272727273,2.0,0.27272727272727293
Royal Hong Kong Yacht Club 10,Royal Hong Kong Yacht Club (RHKYC),0.45454545454545453,0.18181818181818182,0.2727272727272727
Hong Kong Football Club 10A,Hong Kong Football Club (HKFC),3.5,3.4,0.10000000000000009
Hong Kong Football Club 10B,Hong Kong Football Club (HKFC),2.9,2.8,0.10000000000000009
Xavier,Cornwall Street (CSPSC),2.3333333333333335,2.5,-0.16666666666666652
