Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Hong Kong Football Club M2B,8,6,2,28,22,10,0,2,0,0
Hong Kong Football Club M2A,8,7,1,27,20,12,0,2,0,0
Hong Kong Cricket Club M2A,8,5,3,20,15,17,0,0,0,0
Hong Kong Cricket Club M2B,8,3,5,19,16,16,0,1,0,0
Ladies Recreation Club M2A,8,1,7,13,12,20,1,0,0,1
Ladies Recreation Club M2B,8,2,6,12,11,21,4,0,1,0
