Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Kowloon Cricket Club L2,8,8,0,31,23,9,0,0,0,1
Hong Kong Football Club L2B,8,7,1,29,22,10,0,1,0,0
JESSICA L2,8,4,4,27,23,9,0,0,0,0
Hong Kong Football Club L2A,8,1,7,15,14,18,0,0,0,0
Hong Kong Cricket Club L2,8,3,5,11,8,24,0,0,0,0
Hong Kong Football Club L2C,8,1,7,6,6,26,1,0,1,0
