Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,avg_win_perc,Total Rubbers
Hong Kong Football Club M1B,66.66666666666666,100.0,100.0,88.88888888888887,9
Hong Kong Football Club M1A,50.0,100.0,66.66666666666666,72.22222222222221,11
Hong Kong Cricket Club M1B,66.66666666666666,66.66666666666666,33.33333333333333,55.55555555555554,9
Hong Kong Cricket Club M1A,60.0,40.0,25.0,41.666666666666664,14
Ladies Recreation Club M1,40.0,20.0,40.0,33.333333333333336,15
