Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Hong Kong Football Club L2B,5,4,1,18,14,6
JESSICA L2,5,3,2,18,15,5
Kowloon Cricket Club L2,4,4,0,14,10,6
Hong Kong Football Club L2A,5,1,4,11,10,10
Hong Kong Cricket Club L2,5,2,3,7,5,15
Hong Kong Football Club L2C,4,0,4,2,2,14
