Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Hong Kong Football Club M1B,4,3,1,13,10,2
Hong Kong Football Club M1A,4,3,1,9,6,6
Hong Kong Cricket Club M1A,4,1,3,5,4,8
Ladies Recreation Club M1,3,1,2,5,4,5
Hong Kong Cricket Club M1B,3,1,2,4,3,6
