Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
United Services Recreation Club M4,5,4,1,21,17,8
SKCSC,5,3,2,19,16,9
Royal Hong Kong Yacht Club M4,4,3,1,15,12,8
Hong Kong Football Club M4B,5,3,2,15,12,13
WAKO,4,2,2,14,12,8
Hong Kong Football Club M4A,4,2,2,13,11,9
Hong Kong Club Blue,4,1,3,7,6,14
Bolton,5,0,5,4,4,21
