Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
United Services Recreation Club M3,5,4,1,23,19,6
Hong Kong Football Club M3A,5,4,1,19,15,10
Royal Hong Kong Yacht Club M3,5,3,2,19,16,9
Hong Kong Football Club M3B,5,3,2,18,15,10
Old Squash Fellows,5,2,3,16,14,11
Hong Kong Cricket Club M3,5,2,3,9,7,18
Titlows Squash Team,5,1,4,9,8,17
Kowloon Cricket Club M3,5,1,4,7,6,19
