Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Kowloon Cricket Club 1A,5,5,0,17,12,3
Hong Kong Cricket Club 1,5,4,1,13,9,6
Hong Kong Football Club 1A,5,3,2,11,8,7
Hong Kong Football Club 1B,5,2,3,9,7,8
FWD,5,1,4,7,6,9
Kowloon Cricket Club 1B,5,0,5,3,3,12
