Home Team,Away Team,Venue,Match Week,Date
Sha Tin 7,Physical Chess 5,Cornwall Street Squash Centre,4,2024-10-26
Squashathon One,Physical Chess 5,Cornwall Street Squash Centre,6,2024-11-30
Sha Tin 7,Squashathon One,Cornwall Street Squash Centre,8,2025-01-04
Physical Chess 5,Sha Tin 7,Cornwall Street Squash Centre,11,2025-01-25
Physical Chess 5,Squashathon One,Cornwall Street Squash Centre,13,2025-02-15
Squashathon One,Sha Tin 7,Cornwall Street Squash Centre,15,2025-03-01
Sha Tin 7,Physical Chess 5,Cornwall Street Squash Centre,18,2025-03-22
Squashathon One,Physical Chess 5,Cornwall Street Squash Centre,20,2025-04-05
