Home Team,Away Team,Venue,Match Week,Date
The Hong Kong Jockey Club Div 10,Bravo D10,HKJC Sha Tin Club House,3,2024-10-21
RELAY 1,The Hong Kong Jockey Club Div 10,Cornwall Street Squash Centre,4,2024-10-28
Craigengower Cricket Club,Banbil,Craigengower Cricket Club,4,2024-10-28
Sha Tin 4,United Services Recreation Club 3,Cornwall Street Squash Centre,4,2024-10-28
Banbil,Sha Tin 4,HK Squash Centre,5,2024-11-04
The Hong Kong Jockey Club Div 10,Craigengower Cricket Club,HKJC Sha Tin Club House,5,2024-11-04
Bravo D10,RELAY 1,Cornwall Street Squash Centre,5,2024-11-04
The Hong Kong Jockey Club Div 10,United Services Recreation Club 3,HKJC Sha Tin Club House,6,2024-11-11
Bravo D10,Sha Tin 4,Cornwall Street Squash Centre,6,2024-11-11
RELAY 1,Craigengower Cricket Club,Cornwall Street Squash Centre,6,2024-11-11
Craigengower Cricket Club,Bravo D10,Craigengower Cricket Club,7,2024-11-18
Sha Tin 4,The Hong Kong Jockey Club Div 10,Cornwall Street Squash Centre,7,2024-11-18
United Services Recreation Club 3,Banbil,United Services Recreation Club,7,2024-11-18
RELAY 1,Sha Tin 4,Cornwall Street Squash Centre,8,2024-11-25
Bravo D10,United Services Recreation Club 3,Cornwall Street Squash Centre,8,2024-11-25
The Hong Kong Jockey Club Div 10,Banbil,HKJC Sha Tin Club House,8,2024-11-25
Banbil,Bravo D10,HK Squash Centre,9,2024-12-09
United Services Recreation Club 3,RELAY 1,United Services Recreation Club,9,2024-12-09
Sha Tin 4,Craigengower Cricket Club,Cornwall Street Squash Centre,9,2024-12-09
Craigengower Cricket Club,United Services Recreation Club 3,Craigengower Cricket Club,10,2024-12-16
RELAY 1,Banbil,Cornwall Street Squash Centre,10,2024-12-16
Bravo D10,The Hong Kong Jockey Club Div 10,Cornwall Street Squash Centre,10,2024-12-16
The Hong Kong Jockey Club Div 10,RELAY 1,HKJC Sha Tin Club House,11,2025-01-06
Banbil,Craigengower Cricket Club,HK Squash Centre,11,2025-01-06
United Services Recreation Club 3,Sha Tin 4,United Services Recreation Club,11,2025-01-06
Sha Tin 4,Banbil,Cornwall Street Squash Centre,12,2025-01-13
Craigengower Cricket Club,The Hong Kong Jockey Club Div 10,Craigengower Cricket Club,12,2025-01-13
RELAY 1,Bravo D10,Cornwall Street Squash Centre,12,2025-01-13
United Services Recreation Club 3,The Hong Kong Jockey Club Div 10,United Services Recreation Club,13,2025-01-20
Sha Tin 4,Bravo D10,Cornwall Street Squash Centre,13,2025-01-20
Craigengower Cricket Club,RELAY 1,Craigengower Cricket Club,13,2025-01-20
Bravo D10,Craigengower Cricket Club,Cornwall Street Squash Centre,14,2025-02-10
The Hong Kong Jockey Club Div 10,Sha Tin 4,HKJC Sha Tin Club House,14,2025-02-10
Banbil,United Services Recreation Club 3,Cornwall Street Squash Centre,14,2025-02-10
Sha Tin 4,RELAY 1,Cornwall Street Squash Centre,15,2025-02-17
United Services Recreation Club 3,Bravo D10,United Services Recreation Club,15,2025-02-17
Banbil,The Hong Kong Jockey Club Div 10,HK Squash Centre,15,2025-02-17
Bravo D10,Banbil,Cornwall Street Squash Centre,16,2025-02-24
RELAY 1,United Services Recreation Club 3,Cornwall Street Squash Centre,16,2025-02-24
Craigengower Cricket Club,Sha Tin 4,Craigengower Cricket Club,16,2025-02-24
United Services Recreation Club 3,Craigengower Cricket Club,United Services Recreation Club,17,2025-03-03
Banbil,RELAY 1,HK Squash Centre,17,2025-03-03
The Hong Kong Jockey Club Div 10,Bravo D10,HKJC Sha Tin Club House,17,2025-03-03
RELAY 1,The Hong Kong Jockey Club Div 10,Cornwall Street Squash Centre,18,2025-03-10
Craigengower Cricket Club,Banbil,Craigengower Cricket Club,18,2025-03-10
Sha Tin 4,United Services Recreation Club 3,Cornwall Street Squash Centre,18,2025-03-10
Banbil,Sha Tin 4,HK Squash Centre,19,2025-03-17
The Hong Kong Jockey Club Div 10,Craigengower Cricket Club,HKJC Sha Tin Club House,19,2025-03-17
Bravo D10,RELAY 1,Cornwall Street Squash Centre,19,2025-03-17
The Hong Kong Jockey Club Div 10,United Services Recreation Club 3,HKJC Sha Tin Club House,20,2025-03-24
Bravo D10,Sha Tin 4,Cornwall Street Squash Centre,20,2025-03-24
RELAY 1,Craigengower Cricket Club,Cornwall Street Squash Centre,20,2025-03-24
Craigengower Cricket Club,Bravo D10,Craigengower Cricket Club,21,2025-03-31
Sha Tin 4,The Hong Kong Jockey Club Div 10,Cornwall Street Squash Centre,21,2025-03-31
United Services Recreation Club 3,Banbil,United Services Recreation Club,21,2025-03-31
