Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Hong Kong Football Club M1B,4,3,1,13,10,2,0,0,0,0
Hong Kong Football Club M1A,4,3,1,9,6,6,1,0,0,0
Hong Kong Cricket Club M1B,4,2,2,7,5,7,0,0,0,0
Hong Kong Cricket Club M1A,5,1,4,6,5,10,0,1,0,0
Ladies Recreation Club M1,3,1,2,5,4,5,0,0,0,0
