Home Team,vs,Away Team,Venue,Time,Result,Match Week,Date
JAWS Master,v,Hong Kong Cricket Club M3,Masters - HK Squash Centre (M - HKSC),18:30,"2-3(3-1,0-3,0-3,3-1,0-3)",1,12/10/2017
Hong Kong Football Club M3B,v,Hong Kong Football Club M3A,Hong Kong Football Club (HKFC),18:30,"3-2(3-1,3-1,2-3,1-3,3-0)",1,12/10/2017
The Hong Kong Jockey Club,v,Sovereign Group LRC M3,HKJC Sha Tin Club House (HKJC),18:30,"2-3(1-3,1-3,0-3,3-0,3-0)",1,12/10/2017
USRC M3,v,[BYE],,,,1,12/10/2017
Hong Kong Cricket Club M3,v,USRC M3,Hong Kong Cricket Club (HKCC),18:30,"1-4(0-3,1-3,3-1,0-3,1-3)",2,19/10/2017
Hong Kong Football Club M3A,v,The Hong Kong Jockey Club,Hong Kong Football Club (HKFC),18:30,"4-1(3-1,3-1,3-1,3-0,1-3)",2,19/10/2017
Sovereign Group LRC M3,v,JAWS Master,Ladies Recreation Club (LRC),18:30,"5-0(3-0,3-0,3-0,3-1,3-0)",2,19/10/2017
Hong Kong Football Club M3B,v,[BYE],,,,2,19/10/2017
Hong Kong Cricket Club M3,v,The Hong Kong Jockey Club,Hong Kong Cricket Club (HKCC),18:30,"3-2(3-0,3-0,1-3,3-0,0-3)",3,26/10/2017
Sovereign Group LRC M3,v,Hong Kong Football Club M3B,Ladies Recreation Club (LRC),18:30,"4-1(3-0,3-1,3-2,1-3,3-0)",3,26/10/2017
USRC M3,v,JAWS Master,United Services Recreation Club (USRC),18:30,"3-2(1-3,3-1,0-3,3-1,3-0)",3,26/10/2017
Hong Kong Football Club M3A,v,[BYE],,,,3,26/10/2017
Hong Kong Football Club M3A,v,Sovereign Group LRC M3,Hong Kong Football Club (HKFC),18:30,"3-2(1-3,3-2,3-1,1-3,3-0)",4,02/11/2017
Hong Kong Cricket Club M3,v,Hong Kong Football Club M3B,Hong Kong Cricket Club (HKCC),18:30,"1-4(2-3,3-0,0-3,0-3,0-3)",4,02/11/2017
The Hong Kong Jockey Club,v,USRC M3,HKJC Sha Tin Club House (HKJC),18:30,"4-1(3-0,3-2,3-1,0-3,3-0)",4,02/11/2017
JAWS Master,v,[BYE],,,,4,02/11/2017
