Home Team,vs,Away Team,Venue,Time,Result,Match Week,Date
The Zero Squash Club 1,v,Spirit 2,Cheung Fat (CFSC),19:00,"1-4(3-0,1-3,2-3,0-3,0-3)",1,13/10/2017
GS 1,v,Graduated,Cornwall Street (CSPSC),19:00,"5-0(3-1,3-0,3-1,3-0,3-0)",1,13/10/2017
i-Mask Advance Squash Club 5,v,Friend Club 4,Cornwall Street (CSPSC),19:00,"2-3(0-3,1-3,3-0,0-3,3-0)",1,13/10/2017
Giant 3,v,Yuen Long Squash Club,Pei Ho Street (PHSSC),19:00,"3-2(3-0,3-0,2-3,0-3,3-1)",1,13/10/2017
Hong Kong Football Club 7,v,WSC NOSET,Hong Kong Football Club (HKFC),19:00,"4-1(3-1,3-0,0-3,3-1,3-0)",1,13/10/2017
Spirit 2,v,Yuen Long Squash Club,HK Squash Centre (HKSC),19:00,"5-0(3-0,3-0,3-0,3-0,3-1)",2,20/10/2017
WSC NOSET,v,The Zero Squash Club 1,HK Squash Centre (HKSC),19:00,"2-3(3-1,3-1,1-3,0-3,0-3)",2,20/10/2017
Graduated,v,i-Mask Advance Squash Club 5,HK Squash Centre (HKSC),19:00,"2-3(3-1,3-2,2-3,0-3,0-3)",2,20/10/2017
Friend Club 4,v,Giant 3,Kwun Chung (KCSC),19:00,"4-1(3-0,0-3,3-1,3-0,3-0)",2,20/10/2017
Hong Kong Football Club 7,v,GS 1,Hong Kong Football Club (HKFC),19:00,"1-4(0-3,1-3,3-0,0-3,2-3)",2,20/10/2017
Spirit 2,v,Friend Club 4,HK Squash Centre (HKSC),19:00,"4-1(0-3,3-1,3-0,3-0,3-0)",3,27/10/2017
The Zero Squash Club 1,v,Yuen Long Squash Club,Cheung Fat (CFSC),19:00,"2-3(2-3,3-0,0-3,3-1,0-3)",3,27/10/2017
GS 1,v,WSC NOSET,Cornwall Street (CSPSC),19:00,"5-0(3-0,3-0,3-0,3-0,3-0)",3,27/10/2017
i-Mask Advance Squash Club 5,v,Hong Kong Football Club 7,Cornwall Street (CSPSC),19:00,"3-2(2-3,3-2,3-0,3-0,1-3)",3,27/10/2017
Giant 3,v,Graduated,Pei Ho Street (PHSSC),19:00,"4-1(0-3,3-1,3-0,3-0,CR)",3,27/10/2017
WSC NOSET,v,Yuen Long Squash Club,HK Squash Centre (HKSC),19:00,"2-3(3-2,3-1,0-3,1-3,WO)",4,03/11/2017
Graduated,v,Spirit 2,HK Squash Centre (HKSC),19:00,"1-4(3-1,0-3,0-3,0-3,0-3)",4,03/11/2017
Friend Club 4,v,The Zero Squash Club 1,Cornwall Street (CSPSC),19:00,"3-2(3-0,2-3,3-2,3-0,0-3)",4,03/11/2017
GS 1,v,i-Mask Advance Squash Club 5,Cornwall Street (CSPSC),19:00,"5-0(3-0,3-0,3-0,3-1,3-2)",4,03/11/2017
Hong Kong Football Club 7,v,Giant 3,Hong Kong Football Club (HKFC),19:00,"5-0(3-1,3-0,3-2,3-0,3-0)",4,03/11/2017
Spirit 2,v,Hong Kong Football Club 7,HK Squash Centre (HKSC),19:00,"3-2(3-0,3-1,3-0,0-3,1-3)",5,10/11/2017
i-Mask Advance Squash Club 5,v,WSC NOSET,HK Squash Centre (HKSC),19:00,"4-1(3-1,0-3,3-1,3-0,3-0)",5,10/11/2017
The Zero Squash Club 1,v,Graduated,Cornwall Street (CSPSC),19:00,"4-1(1-3,3-2,3-2,3-0,3-0)",5,10/11/2017
Giant 3,v,GS 1,Pei Ho Street (PHSSC),19:00,"0-5(0-3,0-3,0-3,0-3,0-3)",5,10/11/2017
Yuen Long Squash Club,v,Friend Club 4,Yau Oi (YOSC),19:00,"3-2(0-3,3-2,3-2,2-3,CR)",5,10/11/2017
Graduated,v,Yuen Long Squash Club,HK Squash Centre (HKSC),19:00,"2-3(3-2,3-0,1-3,0-3,1-3)",6,24/11/2017
WSC NOSET,v,Friend Club 4,HK Squash Centre (HKSC),19:00,"0-5(0-3,1-3,0-3,1-3,1-3)",6,24/11/2017
GS 1,v,Spirit 2,Cornwall Street (CSPSC),19:00,"2-3(1-3,1-3,3-1,2-3,3-0)",6,24/11/2017
i-Mask Advance Squash Club 5,v,Giant 3,Cornwall Street (CSPSC),19:00,"3-2(2-3,3-0,3-0,3-0,0-3)",6,24/11/2017
Hong Kong Football Club 7,v,The Zero Squash Club 1,Hong Kong Football Club (HKFC),19:00,"3-2(3-0,3-2,3-1,1-3,1-3)",6,24/11/2017
Spirit 2,v,i-Mask Advance Squash Club 5,HK Squash Centre (HKSC),19:00,"4-1(3-0,3-0,3-0,3-2,1-3)",7,01/12/2017
The Zero Squash Club 1,v,GS 1,Cornwall Street (CSPSC),19:00,"1-4(1-3,0-3,3-2,0-3,1-3)",7,01/12/2017
