Home Team,vs,Away Team,Venue,Time,Result,Match Week,Date
Hang Seng Management College,v,Perrier Sergio Tacchini KCC 5,Cornwall Street (CSPSC),19:00,"2-3(3-1,3-2,0-3,0-3,0-3)",1,09/10/2017
Hong Kong Cricket Club 4,v,Honey Badgers 1,Hong Kong Cricket Club (HKCC),19:00,"2-3(3-0,0-3,3-2,0-3,0-3)",1,09/10/2017
Target,v,Hong Kong Football Club 8B,Harbour Road (HRSC),19:00,"1-4(0-3,0-3,3-1,1-3,0-3)",1,09/10/2017
Police 1,v,Hong Kong Cricket Club 5,Police Sports & Recreation Club (PSRC),19:00,"5-0(3-0,3-0,3-1,3-0,3-1)",1,09/10/2017
Hong Kong Football Club 8A,v,[BYE],,,,1,09/10/2017
Target,v,Hang Seng Management College,Harbour Road (HRSC),19:00,"5-0(CR,CR,CR,CR,CR)",2,16/10/2017
Hong Kong Cricket Club 5,v,Hong Kong Cricket Club 4,Hong Kong Cricket Club (HKCC),19:00,"4-1(2-3,3-2,3-0,3-0,3-2)",2,16/10/2017
Hong Kong Football Club 8A,v,Hong Kong Football Club 8B,Hong Kong Football Club (HKFC),19:00,"2-3(3-2,0-3,0-3,3-0,0-3)",2,16/10/2017
Perrier Sergio Tacchini KCC 5,v,Police 1,Kowloon Cricket Club (KCC),19:00,"3-2(0-3,2-3,3-1,3-1,3-0)",2,16/10/2017
Honey Badgers 1,v,[BYE],,,,2,16/10/2017
Honey Badgers 1,v,Hong Kong Cricket Club 5,HK Squash Centre (HKSC),19:00,"3-2(3-1,2-3,3-2,2-3,3-2)",3,23/10/2017
Hang Seng Management College,v,Hong Kong Football Club 8A,Cornwall Street (CSPSC),19:00,"2-3(3-0,2-3,3-1,0-3,1-3)",3,23/10/2017
Hong Kong Cricket Club 4,v,Perrier Sergio Tacchini KCC 5,Hong Kong Cricket Club (HKCC),19:00,"0-5(0-3,0-3,0-3,2-3,0-3)",3,23/10/2017
Police 1,v,Target,Police Sports & Recreation Club (PSRC),19:00,"2-3(3-2,1-3,2-3,3-0,0-3)",3,23/10/2017
Hong Kong Football Club 8B,v,[BYE],,,,3,23/10/2017
Hang Seng Management College,v,Hong Kong Football Club 8B,Cornwall Street (CSPSC),19:00,"0-5(0-3,0-3,1-3,0-3,0-3)",4,30/10/2017
Target,v,Hong Kong Cricket Club 4,Harbour Road (HRSC),19:00,"1-4(1-3,2-3,3-2,0-3,0-3)",4,30/10/2017
Hong Kong Football Club 8A,v,Police 1,Hong Kong Football Club (HKFC),19:00,"3-2(0-3,3-0,3-0,3-0,0-3)",4,30/10/2017
Perrier Sergio Tacchini KCC 5,v,Honey Badgers 1,Kowloon Cricket Club (KCC),19:00,"5-0(3-2,3-0,3-1,3-1,3-0)",4,30/10/2017
Hong Kong Cricket Club 5,v,[BYE],,,,4,30/10/2017
Honey Badgers 1,v,Target,HK Squash Centre (HKSC),19:00,"3-2(3-0,1-3,2-3,3-0,3-0)",5,06/11/2017
Hong Kong Cricket Club 4,v,Hong Kong Football Club 8A,Hong Kong Cricket Club (HKCC),19:00,"0-5(0-3,0-3,0-3,0-3,1-3)",5,06/11/2017
Perrier Sergio Tacchini KCC 5,v,Hong Kong Cricket Club 5,Kowloon Cricket Club (KCC),19:00,"4-1(3-0,3-1,3-0,0-3,3-0)",5,06/11/2017
Police 1,v,Hong Kong Football Club 8B,Police Sports & Recreation Club (PSRC),19:00,"1-4(0-3,1-3,3-0,1-3,1-3)",5,06/11/2017
Hang Seng Management College,v,[BYE],,,,5,06/11/2017
Target,v,Hong Kong Cricket Club 5,Harbour Road (HRSC),19:00,"1-4(1-3,2-3,3-2,1-3,1-3)",6,20/11/2017
Hang Seng Management College,v,Police 1,Cornwall Street (CSPSC),19:00,"3-2(3-2,1-3,3-0,3-0,0-3)",6,20/11/2017
Hong Kong Cricket Club 4,v,Hong Kong Football Club 8B,Hong Kong Cricket Club (HKCC),19:00,"2-3(1-3,0-3,3-0,3-2,1-3)",6,20/11/2017
Hong Kong Football Club 8A,v,Honey Badgers 1,Hong Kong Football Club (HKFC),19:00,"4-1(3-1,3-0,3-0,3-0,1-3)",6,20/11/2017
Perrier Sergio Tacchini KCC 5,v,[BYE],,,,6,20/11/2017
Perrier Sergio Tacchini KCC 5,v,Target,Kowloon Cricket Club (KCC),19:00,"4-1(0-3,3-0,3-1,3-0,3-0)",7,27/11/2017
Honey Badgers 1,v,Hong Kong Football Club 8B,HK Squash Centre (HKSC),19:00,"0-5(1-3,0-3,1-3,0-3,0-3)",7,27/11/2017
Hong Kong Cricket Club 4,v,Hang Seng Management College,Hong Kong Cricket Club (HKCC),19:00,"3-2(1-3,3-1,1-3,3-0,3-0)",7,27/11/2017
Hong Kong Football Club 8A,v,Hong Kong Cricket Club 5,Hong Kong Football Club (HKFC),19:00,"5-0(3-0,3-0,3-0,3-0,3-0)",7,27/11/2017
Police 1,v,[BYE],,,,7,27/11/2017
Hang Seng Management College,v,Honey Badgers 1,Cornwall Street (CSPSC),19:00,"2-3(3-1,2-3,3-0,0-3,WO)",8,04/12/2017
Hong Kong Football Club 8B,v,Hong Kong Cricket Club 5,Hong Kong Football Club (HKFC),19:00,"4-1(3-0,3-0,3-0,3-2,2-3)",8,04/12/2017
