Home Team,vs,Away Team,Venue,Time,Result,Match Week,Date
Hong Kong Cricket Club Rockettes,v,Polladies,Hong Kong Cricket Club (HKCC),19:00,"2-2(0-3,3-0,2-3,WO)",1,13/10/2017
Hong Kong Football Club L3C,v,Perrier Ladies,Hong Kong Football Club (HKFC),19:00,"1-3(3-0,1-3,0-3,0-3)",1,13/10/2017
Hong Kong Football Club L3A,v,Hong Kong Football Club L3B,Hong Kong Football Club (HKFC),19:00,"0-4(1-3,1-3,0-3,0-3)",1,13/10/2017
Les Femmes Du Squash,v,[BYE],,,,1,13/10/2017
Les Femmes Du Squash,v,Perrier Ladies,HK Squash Centre (HKSC),19:00,"2-2(3-0,0-3,0-3,3-0)",2,20/10/2017
Hong Kong Cricket Club Rockettes,v,Hong Kong Football Club L3B,Hong Kong Cricket Club (HKCC),19:00,"1-3(0-3,3-2,0-3,0-3)",2,20/10/2017
Hong Kong Football Club L3C,v,Hong Kong Football Club L3A,Hong Kong Football Club (HKFC),19:00,"3-1(3-0,3-1,2-3,3-1)",2,20/10/2017
Polladies,v,[BYE],,,,2,20/10/2017
Perrier Ladies,v,Hong Kong Cricket Club Rockettes,HK Squash Centre (HKSC),19:00,"2-2(3-1,0-3,3-1,0-3)",3,27/10/2017
Hong Kong Football Club L3B,v,Hong Kong Football Club L3C,Hong Kong Football Club (HKFC),19:00,"3-1(3-1,3-0,0-3,3-1)",3,27/10/2017
Polladies,v,Les Femmes Du Squash,Police Sports & Recreation Club (PSRC),19:00,"2-2(3-0,0-3,2-3,3-0)",3,27/10/2017
Hong Kong Football Club L3A,v,[BYE],,,,3,27/10/2017
Polladies,v,Perrier Ladies,Police Sports & Recreation Club (PSRC),19:00,"4-0(3-0,3-0,3-0,3-0)",4,03/11/2017
Hong Kong Football Club L3B,v,Les Femmes Du Squash,Hong Kong Football Club (HKFC),19:00,"2-2(1-3,3-1,3-0,2-3)",4,03/11/2017
Hong Kong Cricket Club Rockettes,v,Hong Kong Football Club L3A,Hong Kong Cricket Club (HKCC),19:00,"4-0(3-0,3-1,3-0,3-1)",4,03/11/2017
Hong Kong Football Club L3C,v,[BYE],,,,4,03/11/2017
Les Femmes Du Squash,v,Hong Kong Cricket Club Rockettes,HK Squash Centre (HKSC),19:00,"2-2(3-0,1-3,0-3,3-2)",5,10/11/2017
Perrier Ladies,v,Hong Kong Football Club L3A,HK Squash Centre (HKSC),19:00,"2-2(3-0,3-1,0-3,0-3)",5,10/11/2017
Polladies,v,Hong Kong Football Club L3C,Police Sports & Recreation Club (PSRC),19:00,"3-1(3-0,3-0,0-3,3-0)",5,10/11/2017
Hong Kong Football Club L3B,v,[BYE],,,,5,10/11/2017
Perrier Ladies,v,Hong Kong Football Club L3B,HK Squash Centre (HKSC),19:00,"1-3(2-3,2-3,0-3,3-1)",6,24/11/2017
Hong Kong Football Club L3A,v,Polladies,Hong Kong Football Club (HKFC),19:00,"0-4(0-3,1-3,0-3,0-3)",6,24/11/2017
Hong Kong Football Club L3C,v,Les Femmes Du Squash,Hong Kong Football Club (HKFC),19:00,"2-2(0-3,3-0,1-3,WO)",6,24/11/2017
Hong Kong Cricket Club Rockettes,v,[BYE],,,,6,24/11/2017
Les Femmes Du Squash,v,Hong Kong Football Club L3A,HK Squash Centre (HKSC),19:00,"2-2(3-0,3-0,0-3,0-3)",7,01/12/2017
Hong Kong Cricket Club Rockettes,v,Hong Kong Football Club L3C,Hong Kong Cricket Club (HKCC),19:00,"3-1(2-3,3-0,3-2,3-0)",7,01/12/2017
Hong Kong Football Club L3B,v,Polladies,Hong Kong Football Club (HKFC),19:00,"2-2(0-3,3-0,3-0,2-3)",7,01/12/2017
Perrier Ladies,v,[BYE],,,,7,01/12/2017
Perrier Ladies,v,Hong Kong Football Club L3C,HK Squash Centre (HKSC),19:00,"4-0(3-0,3-1,3-0,3-0)",8,08/12/2017
Hong Kong Football Club L3B,v,Hong Kong Football Club L3A,Hong Kong Football Club (HKFC),19:00,"3-1(3-0,3-0,0-3,3-0)",8,08/12/2017
Polladies,v,Hong Kong Cricket Club Rockettes,Police Sports & Recreation Club (PSRC),19:00,"3-1(3-0,3-0,0-3,3-0)",8,08/12/2017
Les Femmes Du Squash,v,[BYE],,,,8,08/12/2017
Perrier Ladies,v,Les Femmes Du Squash,HK Squash Centre (HKSC),19:00,"2-2(0-3,2-3,3-1,3-0)",9,15/12/2017
Hong Kong Football Club L3B,v,Hong Kong Cricket Club Rockettes,Hong Kong Football Club (HKFC),19:00,"2-2(3-0,3-0,0-3,0-3)",9,15/12/2017
Hong Kong Football Club L3A,v,Hong Kong Football Club L3C,Hong Kong Football Club (HKFC),19:00,"2-2(1-3,0-3,3-0,3-1)",9,15/12/2017
Polladies,v,[BYE],,,,9,15/12/2017
Les Femmes Du Squash,v,Polladies,HK Squash Centre (HKSC),19:00,"3-1(3-0,3-0,0-3,3-2)",10,05/01/2018
Hong Kong Cricket Club Rockettes,v,Perrier Ladies,Hong Kong Cricket Club (HKCC),19:00,"4-0(3-0,3-0,3-0,CR)",10,05/01/2018
Hong Kong Football Club L3C,v,Hong Kong Football Club L3B,Hong Kong Football Club (HKFC),19:00,"0-4(0-3,0-3,0-3,0-3)",10,05/01/2018
Hong Kong Football Club L3A,v,[BYE],,,,10,05/01/2018
Les Femmes Du Squash,v,Hong Kong Football Club L3B,HK Squash Centre (HKSC),19:00,"1-3(3-0,0-3,0-3,0-3)",11,12/01/2018
Hong Kong Football Club L3A,v,Hong Kong Cricket Club Rockettes,Hong Kong Football Club (HKFC),19:00,"2-2(0-3,0-3,3-1,3-1)",11,12/01/2018
Polladies,v,Perrier Ladies,Police Sports & Recreation Club (PSRC),19:00,"4-0(3-0,3-0,3-0,3-0)",11,12/01/2018
Hong Kong Football Club L3C,v,[BYE],,,,11,12/01/2018
Hong Kong Cricket Club Rockettes,v,Les Femmes Du Squash,Hong Kong Cricket Club (HKCC),19:00,"3-1(1-3,3-0,3-1,3-1)",12,19/01/2018
Hong Kong Football Club L3A,v,Perrier Ladies,Hong Kong Football Club (HKFC),19:00,"1-3(0-3,3-1,0-3,2-3)",12,19/01/2018
Hong Kong Football Club L3C,v,Polladies,Hong Kong Football Club (HKFC),19:00,"0-4(0-3,0-3,0-3,0-3)",12,19/01/2018
Hong Kong Football Club L3B,v,[BYE],,,,12,19/01/2018
Les Femmes Du Squash,v,Hong Kong Football Club L3C,HK Squash Centre (HKSC),19:00,"2-2(3-0,3-0,0-3,0-3)",13,26/01/2018
Hong Kong Football Club L3B,v,Perrier Ladies,Hong Kong Football Club (HKFC),19:00,"4-0(3-0,3-0,3-0,3-0)",13,26/01/2018
Polladies,v,Hong Kong Football Club L3A,Police Sports & Recreation Club (PSRC),19:00,"4-0(3-0,3-0,3-0,3-0)",13,26/01/2018
Hong Kong Cricket Club Rockettes,v,[BYE],,,,13,26/01/2018
Hong Kong Football Club L3A,v,Les Femmes Du Squash,Hong Kong Football Club (HKFC),19:00,"3-1(0-3,CR,CR,CR)",14,02/02/2018
Hong Kong Football Club L3C,v,Hong Kong Cricket Club Rockettes,Hong Kong Football Club (HKFC),19:00,"1-3(3-0,0-3,1-3,0-3)",14,02/02/2018
Polladies,v,Hong Kong Football Club L3B,Police Sports & Recreation Club (PSRC),19:00,"2-2(3-0,0-3,2-3,3-0)",14,02/02/2018
Perrier Ladies,v,[BYE],,,,14,02/02/2018
Hong Kong Cricket Club Rockettes,v,Polladies,Hong Kong Cricket Club (HKCC),19:00,"1-3(0-3,0-3,3-1,CR)",15,09/02/2018
Hong Kong Football Club L3C,v,Perrier Ladies,Hong Kong Football Club (HKFC),19:00,"1-3(0-3,3-1,0-3,0-3)",15,09/02/2018
Hong Kong Football Club L3A,v,Hong Kong Football Club L3B,Hong Kong Football Club (HKFC),19:00,"3-1(0-3,3-0,3-0,CR)",15,09/02/2018
Les Femmes Du Squash,v,[BYE],,,,15,09/02/2018
Les Femmes Du Squash,v,Perrier Ladies,HK Squash Centre (HKSC),19:00,"1-3(3-0,0-3,0-3,0-3)",16,02/03/2018
Hong Kong Cricket Club Rockettes,v,Hong Kong Football Club L3B,Hong Kong Cricket Club (HKCC),19:00,"3-1(3-0,0-3,3-0,CR)",16,02/03/2018
Hong Kong Football Club L3C,v,Hong Kong Football Club L3A,Hong Kong Football Club (HKFC),19:00,"3-1(3-0,0-3,3-1,3-1)",16,02/03/2018
Polladies,v,[BYE],,,,16,02/03/2018
Perrier Ladies,v,Hong Kong Cricket Club Rockettes,HK Squash Centre (HKSC),19:00,"3-1(3-0,0-3,3-0,3-2)",17,09/03/2018
Hong Kong Football Club L3B,v,Hong Kong Football Club L3C,Hong Kong Football Club (HKFC),19:00,"4-0(3-0,3-0,3-0,3-0)",17,09/03/2018
Polladies,v,Les Femmes Du Squash,Police Sports & Recreation Club (PSRC),19:00,"1-3(0-3,0-3,1-3,3-0)",17,09/03/2018
Hong Kong Football Club L3A,v,[BYE],,,,17,09/03/2018
Perrier Ladies,v,Polladies,HK Squash Centre (HKSC),19:00,"3-1(0-3,3-1,3-0,3-0)",18,16/03/2018
Hong Kong Football Club L3A,v,Hong Kong Cricket Club Rockettes,Hong Kong Football Club (HKFC),19:00,"0-4(0-3,0-3,0-3,0-3)",18,16/03/2018
Hong Kong Football Club L3B,v,Les Femmes Du Squash,Hong Kong Football Club (HKFC),19:00,"4-0(CR,CR,3-0,3-0)",18,16/03/2018
Hong Kong Football Club L3C,v,[BYE],,,,18,16/03/2018
Perrier Ladies,v,Hong Kong Football Club L3A,HK Squash Centre (HKSC),19:00,"4-0(3-0,3-0,3-0,3-0)",19,23/03/2018
Les Femmes Du Squash,v,Hong Kong Cricket Club Rockettes,HK Squash Centre (HKSC),19:00,"1-3(0-3,0-3,0-3,3-0)",19,23/03/2018
Polladies,v,Hong Kong Football Club L3C,Police Sports & Recreation Club (PSRC),19:00,"4-0(3-0,3-0,3-0,3-0)",19,23/03/2018
Hong Kong Football Club L3B,v,[BYE],,,,19,23/03/2018
Hong Kong Football Club L3C,v,Les Femmes Du Squash,Hong Kong Football Club (HKFC),19:00,"2-2(0-3,0-3,3-0,3-0)",20,13/04/2018
Hong Kong Football Club L3A,v,Polladies,Hong Kong Football Club (HKFC),19:00,"2-2(0-3,0-3,3-1,3-0)",20,13/04/2018
Perrier Ladies,v,Hong Kong Football Club L3B,HK Squash Centre (HKSC),19:00,"1-3(0-3,0-3,0-3,3-0)",20,13/04/2018
Hong Kong Cricket Club Rockettes,v,[BYE],,,,20,13/04/2018
Les Femmes Du Squash,v,Hong Kong Football Club L3A,HK Squash Centre (HKSC),19:00,"1-3(3-0,0-3,2-3,1-3)",21,20/04/2018
Hong Kong Cricket Club Rockettes,v,Hong Kong Football Club L3C,Hong Kong Cricket Club (HKCC),19:00,"2-2(0-3,3-1,1-3,3-0)",21,20/04/2018
Hong Kong Football Club L3B,v,Polladies,Hong Kong Football Club (HKFC),19:00,"2-2(3-0,3-0,CR,CR)",21,20/04/2018
Perrier Ladies,v,[BYE],,,,21,20/04/2018
