Home Team,vs,Away Team,Venue,Time,Result,Match Week,Date
Gloma,v,Hong Kong Club Blue,Masters - HK Squash Centre (M - HKSC),18:30,"5-0(3-0,3-0,3-0,3-0,3-0)",1,12/10/2017
WAKO Senior,v,Alpha CUHK MASTER,Masters - Java Road (M - JRSC),18:30,"3-2(1-3,3-0,1-3,3-0,3-2)",1,12/10/2017
Hong Kong Cricket Club Young Masters,v,Bolton,Hong Kong Cricket Club (HKCC),18:30,"4-1(0-3,3-1,3-0,3-2,3-0)",1,12/10/2017
Perrier Serigo Tacchini KCC M4,v,Royal Hong Kong Yacht Club M4,Kowloon Cricket Club (KCC),18:30,"5-0(3-0,3-0,3-0,3-1,3-0)",1,12/10/2017
Hong Kong Football Club M4,v,[BYE],,,,1,12/10/2017
Alpha CUHK MASTER,v,Gloma,Chinese University of HK (CUHK),18:30,"4-1(3-2,3-1,0-3,3-2,3-0)",2,19/10/2017
Hong Kong Club Blue,v,Royal Hong Kong Yacht Club M4,HK CLUB,18:30,"3-2(3-1,0-3,0-3,3-0,3-0)",2,19/10/2017
WAKO Senior,v,Hong Kong Football Club M4,Masters - Java Road (M - JRSC),18:30,"4-1(3-0,3-0,0-3,3-0,3-0)",2,19/10/2017
Perrier Serigo Tacchini KCC M4,v,Hong Kong Cricket Club Young Masters,Kowloon Cricket Club (KCC),18:30,"4-1(3-0,3-1,0-3,3-0,3-0)",2,19/10/2017
Bolton,v,[BYE],,,,2,19/10/2017
Bolton,v,Perrier Serigo Tacchini KCC M4,Masters - HK Squash Centre (M - HKSC),18:30,"0-5(1-3,0-3,0-3,0-3,0-3)",3,26/10/2017
Gloma,v,Hong Kong Football Club M4,Masters - HK Squash Centre (M - HKSC),18:30,"4-1(3-0,3-0,3-0,0-3,3-0)",3,26/10/2017
Hong Kong Cricket Club Young Masters,v,Hong Kong Club Blue,Hong Kong Cricket Club (HKCC),18:30,"5-0(3-1,3-0,3-0,3-0,3-0)",3,26/10/2017
Royal Hong Kong Yacht Club M4,v,Alpha CUHK MASTER,Royal Hong Kong Yacht Club (RHKYC),18:30,"2-3(0-3,2-3,3-1,3-0,0-3)",3,26/10/2017
WAKO Senior,v,[BYE],,,,3,26/10/2017
Hong Kong Football Club M4,v,Royal Hong Kong Yacht Club M4,Hong Kong Football Club (HKFC),18:30,"3-2(3-1,1-3,3-0,1-3,3-0)",4,02/11/2017
Gloma,v,WAKO Senior,Masters - HK Squash Centre (M - HKSC),18:30,"3-2(0-3,3-0,1-3,3-2,3-0)",4,02/11/2017
Alpha CUHK MASTER,v,Hong Kong Cricket Club Young Masters,Chinese University of HK (CUHK),18:30,"4-1(3-0,3-0,3-1,3-0,1-3)",4,02/11/2017
Hong Kong Club Blue,v,Bolton,HK CLUB,18:30,"1-4(0-3,1-3,0-3,3-0,2-3)",4,02/11/2017
Perrier Serigo Tacchini KCC M4,v,[BYE],,,,4,02/11/2017
Perrier Serigo Tacchini KCC M4,v,Hong Kong Club Blue,Kowloon Cricket Club (KCC),18:30,"5-0(3-1,3-0,3-2,3-0,3-0)",5,09/11/2017
Bolton,v,Alpha CUHK MASTER,Masters - HK Squash Centre (M - HKSC),18:30,"0-5(0-3,0-3,1-3,0-3,0-3)",5,09/11/2017
Hong Kong Cricket Club Young Masters,v,Hong Kong Football Club M4,Hong Kong Cricket Club (HKCC),18:30,"3-2(3-1,3-0,3-0,0-3,0-3)",5,09/11/2017
Royal Hong Kong Yacht Club M4,v,WAKO Senior,Royal Hong Kong Yacht Club (RHKYC),18:30,"1-4(1-3,2-3,1-3,2-3,3-1)",5,09/11/2017
Gloma,v,[BYE],,,,5,09/11/2017
Hong Kong Football Club M4,v,Bolton,Hong Kong Football Club (HKFC),18:30,"2-3(3-2,0-3,2-3,3-0,0-3)",6,23/11/2017
Gloma,v,Royal Hong Kong Yacht Club M4,Masters - HK Squash Centre (M - HKSC),18:30,"5-0(3-0,3-0,3-0,3-0,3-0)",6,23/11/2017
WAKO Senior,v,Hong Kong Cricket Club Young Masters,Masters - Java Road (M - JRSC),18:30,"2-3(3-0,1-3,3-0,1-3,0-3)",6,23/11/2017
Alpha CUHK MASTER,v,Perrier Serigo Tacchini KCC M4,Chinese University of HK (CUHK),18:30,"4-1(3-0,3-0,2-3,3-1,3-0)",6,23/11/2017
Hong Kong Club Blue,v,[BYE],,,,6,23/11/2017
Bolton,v,WAKO Senior,Masters - HK Squash Centre (M - HKSC),18:30,"0-5(2-3,1-3,1-3,0-3,0-3)",7,30/11/2017
Hong Kong Club Blue,v,Alpha CUHK MASTER,HK CLUB,18:30,"0-5(2-3,1-3,1-3,0-3,0-3)",7,30/11/2017
Hong Kong Cricket Club Young Masters,v,Gloma,Hong Kong Cricket Club (HKCC),18:30,"2-3(0-3,1-3,1-3,3-2,3-1)",7,30/11/2017
Hong Kong Football Club M4,v,Perrier Serigo Tacchini KCC M4,Hong Kong Football Club (HKFC),18:30,"1-4(1-3,0-3,0-3,3-0,0-3)",7,30/11/2017
Royal Hong Kong Yacht Club M4,v,[BYE],,,,7,30/11/2017
Gloma,v,Bolton,Masters - HK Squash Centre (M - HKSC),18:30,"4-1(3-0,3-0,0-3,3-0,3-0)",8,07/12/2017
WAKO Senior,v,Perrier Serigo Tacchini KCC M4,Masters - Java Road (M - JRSC),18:30,"2-3(1-3,1-3,1-3,3-0,3-2)",8,07/12/2017
Hong Kong Football Club M4,v,Hong Kong Club Blue,Hong Kong Football Club (HKFC),18:30,"5-0(3-0,3-0,3-0,3-0,3-0)",8,07/12/2017
Royal Hong Kong Yacht Club M4,v,Hong Kong Cricket Club Young Masters,Royal Hong Kong Yacht Club (RHKYC),18:30,"0-5(0-3,2-3,1-3,1-3,0-3)",8,07/12/2017
Alpha CUHK MASTER,v,[BYE],,,,8,07/12/2017
Bolton,v,Royal Hong Kong Yacht Club M4,Masters - HK Squash Centre (M - HKSC),18:30,"1-4(2-3,1-3,3-0,0-3,0-3)",9,14/12/2017
Alpha CUHK MASTER,v,Hong Kong Football Club M4,Chinese University of HK (CUHK),18:30,"5-0(3-1,3-0,3-0,3-0,3-0)",9,14/12/2017
Hong Kong Club Blue,v,WAKO Senior,HK CLUB,18:30,"0-5(0-3,0-3,0-3,0-3,0-3)",9,14/12/2017
Perrier Serigo Tacchini KCC M4,v,Gloma,Kowloon Cricket Club (KCC),18:30,"3-2(3-0,3-1,0-3,0-3,3-1)",9,14/12/2017
Hong Kong Cricket Club Young Masters,v,[BYE],,,,9,14/12/2017
Bolton,v,Hong Kong Cricket Club Young Masters,Masters - HK Squash Centre (M - HKSC),18:30,"2-3(0-3,1-3,3-2,3-1,CR)",10,04/01/2018
Alpha CUHK MASTER,v,WAKO Senior,Chinese University of HK (CUHK),18:30,"5-0(3-0,3-0,3-2,3-0,3-1)",10,04/01/2018
Hong Kong Club Blue,v,Gloma,HK CLUB,18:30,"1-4(0-3,0-3,0-3,1-3,3-1)",10,04/01/2018
Royal Hong Kong Yacht Club M4,v,Perrier Serigo Tacchini KCC M4,Royal Hong Kong Yacht Club (RHKYC),18:30,"2-3(3-1,0-3,3-1,0-3,0-3)",10,04/01/2018
Hong Kong Football Club M4,v,[BYE],,,,10,04/01/2018
Gloma,v,Alpha CUHK MASTER,Masters - HK Squash Centre (M - HKSC),18:30,"1-4(3-0,0-3,2-3,0-3,0-3)",11,11/01/2018
Hong Kong Football Club M4,v,WAKO Senior,Hong Kong Football Club (HKFC),18:30,"1-4(1-3,0-3,3-1,1-3,1-3)",11,11/01/2018
Hong Kong Cricket Club Young Masters,v,Perrier Serigo Tacchini KCC M4,Hong Kong Cricket Club (HKCC),18:30,"3-2(0-3,3-1,3-2,3-2,2-3)",11,11/01/2018
Royal Hong Kong Yacht Club M4,v,Hong Kong Club Blue,Royal Hong Kong Yacht Club (RHKYC),18:30,"4-1(3-1,1-3,3-2,3-1,3-1)",11,11/01/2018
Bolton,v,[BYE],,,,11,11/01/2018
Hong Kong Football Club M4,v,Gloma,Hong Kong Football Club (HKFC),18:30,"1-4(0-3,0-3,1-3,0-3,3-2)",12,18/01/2018
Alpha CUHK MASTER,v,Royal Hong Kong Yacht Club M4,Chinese University of HK (CUHK),18:30,"3-2(3-0,2-3,3-0,3-0,2-3)",12,18/01/2018
Hong Kong Club Blue,v,Hong Kong Cricket Club Young Masters,HK CLUB,18:30,"1-4(0-3,0-3,3-0,0-3,1-3)",12,18/01/2018
Perrier Serigo Tacchini KCC M4,v,Bolton,Kowloon Cricket Club (KCC),18:30,"5-0(3-0,3-0,3-0,3-1,3-0)",12,18/01/2018
WAKO Senior,v,[BYE],,,,12,18/01/2018
WAKO Senior,v,Gloma,Masters - Java Road (M - JRSC),18:30,"2-3(0-3,3-2,3-2,1-3,1-3)",13,25/01/2018
Bolton,v,Hong Kong Club Blue,Masters - HK Squash Centre (M - HKSC),18:30,"2-3(3-1,2-3,1-3,3-0,0-3)",13,25/01/2018
