Home Team,vs,Away Team,Venue,Time,Result,Match Week,Date
Star River 2,v,Hong Kong Cricket Club 6,Cornwall Street (CSPSC),19:00,"1-4(0-3,0-3,0-3,3-1,0-3)",1,11/10/2017
Flash,v,Studio Pro,Cornwall Street (CSPSC),19:00,"1-4(3-1,1-3,1-3,0-3,0-3)",1,11/10/2017
Los Galacticos,v,Head Shatin 4,HK Squash Centre (HKSC),19:00,"0-5(1-3,0-3,0-3,1-3,0-3)",1,11/10/2017
i-MASK Advance Squash Club 7,v,Kinetic 3,Cornwall Street (CSPSC),19:00,"3-2(1-3,1-3,3-1,3-0,3-0)",1,11/10/2017
Hong Kong Football Club 11,v,HKU 2,Hong Kong Football Club (HKFC),19:00,"0-5(0-3,1-3,1-3,0-3,0-3)",1,11/10/2017
Perrier Sergio Tacchini KCC 7,v,Banbil,Kowloon Cricket Club (KCC),19:00,"4-1(3-0,3-1,3-0,3-0,1-3)",1,11/10/2017
Kinetic 3,v,Perrier Sergio Tacchini KCC 7,HK Squash Centre (HKSC),19:00,"0-5(1-3,0-3,0-3,1-3,0-3)",2,18/10/2017
Los Galacticos,v,Star River 2,HK Squash Centre (HKSC),19:00,"0-5(0-3,2-3,0-3,WO,WO)",2,18/10/2017
Banbil,v,Head Shatin 4,HK Squash Centre (HKSC),19:00,"0-5(0-3,0-3,0-3,0-3,0-3)",2,18/10/2017
Studio Pro,v,i-MASK Advance Squash Club 7,Java Road (JRSC),19:00,"3-2(0-3,3-0,2-3,3-2,3-1)",2,18/10/2017
Hong Kong Cricket Club 6,v,HKU 2,Hong Kong Cricket Club (HKCC),19:00,"2-3(3-1,1-3,1-3,2-3,3-0)",2,18/10/2017
Hong Kong Football Club 11,v,Flash,Hong Kong Football Club (HKFC),19:00,"3-2(0-3,3-0,3-1,1-3,3-0)",2,18/10/2017
i-MASK Advance Squash Club 7,v,Hong Kong Football Club 11,Cornwall Street (CSPSC),19:00,"4-1(3-0,3-1,3-0,3-0,2-3)",3,25/10/2017
HKU 2,v,Flash,Kwun Chung (KCSC),19:00,"1-4(2-3,3-1,0-3,2-3,0-3)",3,25/10/2017
Star River 2,v,Banbil,Cornwall Street (CSPSC),19:00,"4-1(3-0,3-2,0-3,3-0,3-0)",3,25/10/2017
Head Shatin 4,v,Kinetic 3,Cornwall Street (CSPSC),19:00,"5-0(3-1,3-0,3-0,3-0,3-0)",3,25/10/2017
Hong Kong Cricket Club 6,v,Los Galacticos,Hong Kong Cricket Club (HKCC),19:00,"3-2(3-1,1-3,3-2,3-0,2-3)",3,25/10/2017
Perrier Sergio Tacchini KCC 7,v,Studio Pro,Kowloon Cricket Club (KCC),19:00,"4-1(3-0,3-2,3-0,3-1,0-3)",3,25/10/2017
Kinetic 3,v,Star River 2,HK Squash Centre (HKSC),19:00,"3-2(3-0,3-2,3-2,1-3,0-3)",4,01/11/2017
Banbil,v,Hong Kong Cricket Club 6,HK Squash Centre (HKSC),19:00,"1-4(0-3,0-3,0-3,0-3,3-0)",4,01/11/2017
Studio Pro,v,Head Shatin 4,Java Road (JRSC),19:00,"0-5(1-3,0-3,0-3,0-3,1-3)",4,01/11/2017
Flash,v,i-MASK Advance Squash Club 7,Cornwall Street (CSPSC),19:00,"2-3(3-1,1-3,2-3,3-2,1-3)",4,01/11/2017
HKU 2,v,Los Galacticos,Kwun Chung (KCSC),19:00,"3-2(1-3,3-0,3-0,3-0,0-3)",4,01/11/2017
Hong Kong Football Club 11,v,Perrier Sergio Tacchini KCC 7,Hong Kong Football Club (HKFC),19:00,"0-5(0-3,0-3,0-3,0-3,WO)",4,01/11/2017
Los Galacticos,v,Banbil,HK Squash Centre (HKSC),19:00,"2-3(3-1,0-3,0-3,3-0,0-3)",5,08/11/2017
HKU 2,v,i-MASK Advance Squash Club 7,Kwun Chung (KCSC),19:00,"4-1(3-0,3-1,3-1,0-3,3-1)",5,08/11/2017
Head Shatin 4,v,Hong Kong Football Club 11,Cornwall Street (CSPSC),19:00,"4-1(3-0,3-0,2-3,3-0,3-1)",5,08/11/2017
Star River 2,v,Studio Pro,Cornwall Street (CSPSC),19:00,"2-3(3-2,1-3,1-3,0-3,3-0)",5,08/11/2017
Hong Kong Cricket Club 6,v,Kinetic 3,Hong Kong Cricket Club (HKCC),19:00,"4-1(3-0,3-0,3-2,2-3,3-0)",5,08/11/2017
Perrier Sergio Tacchini KCC 7,v,Flash,Kowloon Cricket Club (KCC),19:00,"5-0(3-0,3-0,3-1,3-0,3-0)",5,08/11/2017
Kinetic 3,v,Los Galacticos,HK Squash Centre (HKSC),19:00,"1-4(2-3,0-3,0-3,0-3,3-2)",6,22/11/2017
Studio Pro,v,Hong Kong Cricket Club 6,Java Road (JRSC),19:00,"3-2(0-3,0-3,3-0,3-0,3-1)",6,22/11/2017
i-MASK Advance Squash Club 7,v,Perrier Sergio Tacchini KCC 7,Cornwall Street (CSPSC),19:00,"2-3(0-3,1-3,3-0,0-3,3-1)",6,22/11/2017
Flash,v,Head Shatin 4,Cornwall Street (CSPSC),19:00,"1-4(0-3,2-3,0-3,0-3,3-0)",6,22/11/2017
Banbil,v,HKU 2,HK Squash Centre (HKSC),19:00,"2-3(3-1,1-3,0-3,1-3,3-0)",6,22/11/2017
Hong Kong Football Club 11,v,Star River 2,Hong Kong Football Club (HKFC),19:00,"4-1(3-1,3-0,3-0,2-3,3-0)",6,22/11/2017
Los Galacticos,v,Studio Pro,HK Squash Centre (HKSC),19:00,"2-3(3-2,0-3,1-3,3-2,1-3)",7,29/11/2017
Banbil,v,Kinetic 3,HK Squash Centre (HKSC),19:00,"2-3(2-3,2-3,1-3,3-0,3-1)",7,29/11/2017
Star River 2,v,Flash,Cornwall Street (CSPSC),19:00,"2-3(1-3,1-3,3-1,0-3,3-1)",7,29/11/2017
Head Shatin 4,v,i-MASK Advance Squash Club 7,Cornwall Street (CSPSC),19:00,"4-1(1-3,3-0,3-1,3-0,3-0)",7,29/11/2017
Hong Kong Football Club 11,v,Hong Kong Cricket Club 6,Hong Kong Football Club (HKFC),19:00,"2-3(1-3,0-3,3-0,3-0,0-3)",7,29/11/2017
Perrier Sergio Tacchini KCC 7,v,HKU 2,Kowloon Cricket Club (KCC),19:00,"3-2(3-0,3-0,0-3,1-3,3-0)",7,29/11/2017
Studio Pro,v,Banbil,Java Road (JRSC),19:00,"3-2(3-1,2-3,2-3,3-2,3-0)",8,06/12/2017
i-MASK Advance Squash Club 7,v,Star River 2,Cornwall Street (CSPSC),19:00,"4-1(3-1,3-1,3-0,2-3,3-0)",8,06/12/2017
Flash,v,Hong Kong Cricket Club 6,Cornwall Street (CSPSC),19:00,"2-3(0-3,0-3,3-1,3-2,1-3)",8,06/12/2017
Kinetic 3,v,HKU 2,HK Squash Centre (HKSC),19:00,"2-3(3-0,0-3,0-3,2-3,3-0)",8,06/12/2017
Hong Kong Football Club 11,v,Los Galacticos,Hong Kong Football Club (HKFC),19:00,"4-1(3-0,2-3,3-0,3-0,3-0)",8,06/12/2017
Perrier Sergio Tacchini KCC 7,v,Head Shatin 4,Kowloon Cricket Club (KCC),19:00,"2-3(3-2,0-3,2-3,3-0,2-3)",8,06/12/2017
Kinetic 3,v,Studio Pro,HK Squash Centre (HKSC),19:00,"1-4(3-0,1-3,0-3,0-3,0-3)",9,13/12/2017
Los Galacticos,v,Flash,HK Squash Centre (HKSC),19:00,"3-2(3-0,0-3,3-1,3-0,0-3)",9,13/12/2017
Banbil,v,Hong Kong Football Club 11,HK Squash Centre (HKSC),19:00,"3-2(0-3,3-1,3-2,1-3,3-0)",9,13/12/2017
Star River 2,v,Perrier Sergio Tacchini KCC 7,Cornwall Street (CSPSC),19:00,"0-5(0-3,1-3,0-3,1-3,0-3)",9,13/12/2017
Head Shatin 4,v,HKU 2,Cornwall Street (CSPSC),19:00,"4-1(0-3,3-0,3-0,3-0,3-0)",9,13/12/2017
Hong Kong Cricket Club 6,v,i-MASK Advance Squash Club 7,Hong Kong Cricket Club (HKCC),19:00,"3-2(3-2,3-0,0-3,1-3,3-0)",9,13/12/2017
Los Galacticos,v,i-MASK Advance Squash Club 7,HK Squash Centre (HKSC),19:00,"2-3(1-3,3-0,1-3,3-2,WO)",10,03/01/2018
Head Shatin 4,v,Star River 2,Cornwall Street (CSPSC),19:00,"5-0(3-1,3-0,3-0,3-0,3-1)",10,03/01/2018
Banbil,v,Flash,HK Squash Centre (HKSC),19:00,"4-1(1-3,3-0,3-1,3-2,3-0)",10,03/01/2018
Studio Pro,v,HKU 2,Java Road (JRSC),19:00,"2-3(1-3,3-0,0-3,0-3,3-0)",10,03/01/2018
Hong Kong Football Club 11,v,Kinetic 3,Hong Kong Football Club (HKFC),19:00,"3-2(3-1,0-3,3-1,3-0,CR)",10,03/01/2018
Perrier Sergio Tacchini KCC 7,v,Hong Kong Cricket Club 6,Kowloon Cricket Club (KCC),19:00,"4-1(3-0,3-0,3-0,0-3,3-0)",10,03/01/2018
Los Galacticos,v,Perrier Sergio Tacchini KCC 7,HK Squash Centre (HKSC),19:00,"0-4(0-3,1-1,0-3,0-3,0-3)",11,10/01/2018
Kinetic 3,v,Flash,HK Squash Centre (HKSC),19:00,"2-3(3-2,3-0,2-3,1-3,1-3)",11,10/01/2018
Banbil,v,i-MASK Advance Squash Club 7,HK Squash Centre (HKSC),19:00,"2-3(3-1,3-0,0-3,1-3,0-3)",11,10/01/2018
Hong Kong Football Club 11,v,Studio Pro,Hong Kong Football Club (HKFC),19:00,"4-1(3-0,3-0,3-1,3-1,0-3)",11,10/01/2018
Star River 2,v,HKU 2,Cornwall Street (CSPSC),19:00,"2-3(1-3,0-3,0-3,3-0,3-2)",11,10/01/2018
Hong Kong Cricket Club 6,v,Head Shatin 4,Hong Kong Cricket Club (HKCC),19:00,"2-3(3-1,0-3,0-3,1-3,3-0)",11,10/01/2018
Head Shatin 4,v,Los Galacticos,Cornwall Street (CSPSC),19:00,"5-0(3-0,3-1,3-0,3-0,3-0)",12,17/01/2018
Kinetic 3,v,i-MASK Advance Squash Club 7,HK Squash Centre (HKSC),19:00,"2-3(3-0,1-3,0-3,3-0,0-3)",12,17/01/2018
Banbil,v,Perrier Sergio Tacchini KCC 7,HK Squash Centre (HKSC),19:00,"0-5(0-3,0-3,0-3,0-3,0-3)",12,17/01/2018
Studio Pro,v,Flash,Java Road (JRSC),19:00,"4-1(3-2,0-3,3-0,3-0,3-1)",12,17/01/2018
HKU 2,v,Hong Kong Football Club 11,Kwun Chung (KCSC),19:00,"1-4(1-3,1-3,3-0,1-3,0-3)",12,17/01/2018
Hong Kong Cricket Club 6,v,Star River 2,Hong Kong Cricket Club (HKCC),19:00,"2-3(3-0,1-3,3-2,2-3,2-3)",12,17/01/2018
i-MASK Advance Squash Club 7,v,Studio Pro,Cornwall Street (CSPSC),19:00,"4-1(3-1,0-3,3-1,3-1,3-0)",13,24/01/2018
Star River 2,v,Los Galacticos,Cornwall Street (CSPSC),19:00,"2-3(3-2,1-3,3-1,2-3,1-3)",13,24/01/2018
Head Shatin 4,v,Banbil,Cornwall Street (CSPSC),19:00,"5-0(3-0,3-0,3-0,3-0,3-0)",13,24/01/2018
