Home Team,vs,Away Team,Venue,Time,Result,Match Week,Date
American Club - Yacht Club,v,RICCI HALL OLD BOYS' ASSOCIATION,American Club,18:30,"5-0(3-0,3-0,3-0,3-0,3-0)",1,12/10/2017
Hong Kong Football Club M2B,v,Hong Kong Football Club M2A,Hong Kong Football Club (HKFC),18:30,"3-2(0-3,3-1,3-1,3-2,1-3)",1,12/10/2017
Perrier Sergio Tacchini KCC M2,v,Titlows Master,Kowloon Cricket Club (KCC),18:30,"5-0(3-0,3-2,3-0,3-0,3-0)",1,12/10/2017
Discovery Bay Masters 2,v,[BYE],,,,1,12/10/2017
Perrier Sergio Tacchini KCC M2,v,RICCI HALL OLD BOYS' ASSOCIATION,Kowloon Cricket Club (KCC),18:30,"3-2(1-3,1-3,3-0,3-0,3-0)",2,19/10/2017
Hong Kong Football Club M2A,v,American Club - Yacht Club,Hong Kong Football Club (HKFC),18:30,"3-2(0-3,3-0,1-3,3-2,3-2)",2,19/10/2017
Titlows Master,v,Discovery Bay Masters 2,MTR Club House (MTRC),18:30,"0-5(1-3,0-3,0-3,0-3,2-3)",2,19/10/2017
Hong Kong Football Club M2B,v,[BYE],,,,2,19/10/2017
RICCI HALL OLD BOYS' ASSOCIATION,v,Hong Kong Football Club M2B,Masters - Cornwall Street (M - CSPSC),18:30,"1-4(3-1,0-3,2-3,1-3,0-3)",3,26/10/2017
Titlows Master,v,American Club - Yacht Club,MTR Club House (MTRC),18:30,"1-4(0-3,0-3,0-3,3-0,1-3)",3,26/10/2017
Discovery Bay Masters 2,v,Perrier Sergio Tacchini KCC M2,Discovery Bay (DB),18:30,"1-4(0-3,0-3,0-3,3-1,0-3)",3,26/10/2017
Hong Kong Football Club M2A,v,[BYE],,,,3,26/10/2017
American Club - Yacht Club,v,Discovery Bay Masters 2,American Club,18:30,"5-0(3-0,3-0,3-0,3-0,3-0)",4,02/11/2017
Hong Kong Football Club M2B,v,Titlows Master,Hong Kong Football Club (HKFC),18:30,"4-1(3-0,3-0,2-3,3-0,3-0)",4,02/11/2017
RICCI HALL OLD BOYS' ASSOCIATION,v,Hong Kong Football Club M2A,Masters - Cornwall Street (M - CSPSC),18:30,"1-4(3-1,2-3,0-3,0-3,0-3)",4,02/11/2017
Perrier Sergio Tacchini KCC M2,v,[BYE],,,,4,02/11/2017
Perrier Sergio Tacchini KCC M2,v,American Club - Yacht Club,Kowloon Cricket Club (KCC),18:30,"4-1(1-3,3-0,3-0,3-0,3-0)",5,09/11/2017
Hong Kong Football Club M2A,v,Titlows Master,Hong Kong Football Club (HKFC),18:30,"5-0(3-0,3-0,3-0,3-0,3-0)",5,09/11/2017
Hong Kong Football Club M2B,v,Discovery Bay Masters 2,Hong Kong Football Club (HKFC),18:30,"3-2(3-0,3-0,3-1,2-3,2-3)",5,09/11/2017
RICCI HALL OLD BOYS' ASSOCIATION,v,[BYE],,,,5,09/11/2017
RICCI HALL OLD BOYS' ASSOCIATION,v,Titlows Master,Masters - Cornwall Street (M - CSPSC),18:30,"4-1(3-2,3-0,3-1,3-2,CR)",6,23/11/2017
Discovery Bay Masters 2,v,Hong Kong Football Club M2A,Discovery Bay (DB),18:30,"5-0(CR,CR,CR,CR,CR)",6,23/11/2017
Hong Kong Football Club M2B,v,Perrier Sergio Tacchini KCC M2,Hong Kong Football Club (HKFC),18:30,"0-5(0-3,2-3,2-3,0-3,0-3)",6,23/11/2017
American Club - Yacht Club,v,[BYE],,,,6,23/11/2017
American Club - Yacht Club,v,Hong Kong Football Club M2B,American Club,18:30,"2-3(3-0,0-3,0-3,0-3,3-2)",7,30/11/2017
Hong Kong Football Club M2A,v,Perrier Sergio Tacchini KCC M2,Hong Kong Football Club (HKFC),18:30,"2-3(1-3,0-3,0-3,3-1,3-2)",7,30/11/2017
Discovery Bay Masters 2,v,RICCI HALL OLD BOYS' ASSOCIATION,Discovery Bay (DB),18:30,"1-4(1-3,0-3,0-3,1-3,3-0)",7,30/11/2017
Titlows Master,v,[BYE],,,,7,30/11/2017
RICCI HALL OLD BOYS' ASSOCIATION,v,American Club - Yacht Club,Masters - Cornwall Street (M - CSPSC),18:30,"2-3(3-1,2-3,3-1,0-3,0-3)",8,07/12/2017
Hong Kong Football Club M2A,v,Hong Kong Football Club M2B,Hong Kong Football Club (HKFC),18:30,"1-4(3-1,1-3,0-3,2-3,0-3)",8,07/12/2017
Titlows Master,v,Perrier Sergio Tacchini KCC M2,MTR Club House (MTRC),18:30,"0-5(1-3,0-3,0-3,1-3,0-3)",8,07/12/2017
Discovery Bay Masters 2,v,[BYE],,,,8,07/12/2017
American Club - Yacht Club,v,Hong Kong Football Club M2A,American Club,18:30,"0-5(1-3,2-3,1-3,0-3,1-3)",9,14/12/2017
RICCI HALL OLD BOYS' ASSOCIATION,v,Perrier Sergio Tacchini KCC M2,Masters - Cornwall Street (M - CSPSC),18:30,"1-4(3-1,1-3,0-3,1-3,0-3)",9,14/12/2017
Discovery Bay Masters 2,v,Titlows Master,Discovery Bay (DB),18:30,"4-1(3-0,3-0,3-0,3-0,1-3)",9,14/12/2017
Hong Kong Football Club M2B,v,[BYE],,,,9,14/12/2017
American Club - Yacht Club,v,Titlows Master,American Club,18:30,"5-0(3-0,3-0,3-0,3-1,3-0)",10,04/01/2018
Hong Kong Football Club M2B,v,RICCI HALL OLD BOYS' ASSOCIATION,Hong Kong Football Club (HKFC),18:30,"5-0(3-1,3-0,3-1,WO,WO)",10,04/01/2018
Perrier Sergio Tacchini KCC M2,v,Discovery Bay Masters 2,Kowloon Cricket Club (KCC),18:30,"5-0(CR,CR,CR,CR,CR)",10,04/01/2018
Hong Kong Football Club M2A,v,[BYE],,,,10,04/01/2018
Hong Kong Football Club M2A,v,RICCI HALL OLD BOYS' ASSOCIATION,Hong Kong Football Club (HKFC),18:30,"4-1(1-3,3-2,3-1,3-0,3-0)",11,11/01/2018
Titlows Master,v,Hong Kong Football Club M2B,MTR Club House (MTRC),18:30,"0-5(0-3,1-3,0-3,0-3,0-3)",11,11/01/2018
Discovery Bay Masters 2,v,American Club - Yacht Club,Discovery Bay (DB),18:30,"2-3(0-3,3-1,1-3,1-3,3-1)",11,11/01/2018
Perrier Sergio Tacchini KCC M2,v,[BYE],,,,11,11/01/2018
American Club - Yacht Club,v,Perrier Sergio Tacchini KCC M2,American Club,18:30,"0-5(0-3,0-3,0-3,0-3,0-3)",12,18/01/2018
Titlows Master,v,Hong Kong Football Club M2A,MTR Club House (MTRC),18:30,"1-4(1-3,1-3,3-0,0-3,1-3)",12,18/01/2018
Discovery Bay Masters 2,v,Hong Kong Football Club M2B,Discovery Bay (DB),18:30,"2-3(1-3,2-3,0-3,3-0,3-0)",12,18/01/2018
RICCI HALL OLD BOYS' ASSOCIATION,v,[BYE],,,,12,18/01/2018
Perrier Sergio Tacchini KCC M2,v,Hong Kong Football Club M2B,Kowloon Cricket Club (KCC),18:30,"3-2(3-0,2-3,0-3,3-0,3-0)",13,25/01/2018
Titlows Master,v,RICCI HALL OLD BOYS' ASSOCIATION,MTR Club House (MTRC),18:30,"2-3(0-3,0-3,3-0,3-0,0-3)",13,25/01/2018
Hong Kong Football Club M2A,v,Discovery Bay Masters 2,Hong Kong Football Club (HKFC),18:30,"5-0(CR,CR,CR,CR,CR)",13,25/01/2018
American Club - Yacht Club,v,[BYE],,,,13,25/01/2018
RICCI HALL OLD BOYS' ASSOCIATION,v,Discovery Bay Masters 2,Masters - Cornwall Street (M - CSPSC),18:30,"2-3(3-0,3-2,0-3,CR,CR)",14,01/02/2018
Perrier Sergio Tacchini KCC M2,v,Hong Kong Football Club M2A,Kowloon Cricket Club (KCC),18:30,"4-1(3-0,3-0,3-0,3-0,2-3)",14,01/02/2018
Hong Kong Football Club M2B,v,American Club - Yacht Club,Hong Kong Football Club (HKFC),18:30,"4-1(3-0,0-3,3-2,3-0,3-0)",14,01/02/2018
Titlows Master,v,[BYE],,,,14,01/02/2018
American Club - Yacht Club,v,RICCI HALL OLD BOYS' ASSOCIATION,American Club,18:30,"2-3(3-1,0-3,0-3,1-3,3-0)",15,08/02/2018
Hong Kong Football Club M2B,v,Hong Kong Football Club M2A,Hong Kong Football Club (HKFC),18:30,"3-2(0-3,3-0,3-0,3-2,0-3)",15,08/02/2018
Perrier Sergio Tacchini KCC M2,v,Titlows Master,Kowloon Cricket Club (KCC),18:30,"5-0(3-0,3-0,3-0,3-0,3-1)",15,08/02/2018
Discovery Bay Masters 2,v,[BYE],,,,15,08/02/2018
Perrier Sergio Tacchini KCC M2,v,RICCI HALL OLD BOYS' ASSOCIATION,Kowloon Cricket Club (KCC),18:30,"4-1(0-3,3-1,3-0,3-2,3-0)",16,01/03/2018
Hong Kong Football Club M2A,v,American Club - Yacht Club,Hong Kong Football Club (HKFC),18:30,"4-1(3-2,3-1,3-0,1-3,3-2)",16,01/03/2018
Titlows Master,v,Discovery Bay Masters 2,MTR Club House (MTRC),18:30,"1-4(0-3,3-0,0-3,0-3,1-3)",16,01/03/2018
Hong Kong Football Club M2B,v,[BYE],,,,16,01/03/2018
RICCI HALL OLD BOYS' ASSOCIATION,v,Hong Kong Football Club M2B,Masters - Cornwall Street (M - CSPSC),18:30,"4-1(3-0,3-1,3-0,0-3,3-2)",17,08/03/2018
Titlows Master,v,American Club - Yacht Club,MTR Club House (MTRC),18:30,"2-3(0-3,3-1,3-2,0-3,0-3)",17,08/03/2018
Discovery Bay Masters 2,v,Perrier Sergio Tacchini KCC M2,Discovery Bay (DB),18:30,"0-5(0-3,2-3,0-3,0-3,0-3)",17,08/03/2018
Hong Kong Football Club M2A,v,[BYE],,,,17,08/03/2018
American Club - Yacht Club,v,Discovery Bay Masters 2,American Club,18:30,"3-2(0-3,2-3,3-2,3-0,3-1)",18,15/03/2018
Hong Kong Football Club M2B,v,Titlows Master,Hong Kong Football Club (HKFC),18:30,"5-0(3-1,3-0,3-2,3-0,3-0)",18,15/03/2018
RICCI HALL OLD BOYS' ASSOCIATION,v,Hong Kong Football Club M2A,Masters - Cornwall Street (M - CSPSC),18:30,"3-2(3-0,3-0,3-2,1-3,0-3)",18,15/03/2018
Perrier Sergio Tacchini KCC M2,v,[BYE],,,,18,15/03/2018
Perrier Sergio Tacchini KCC M2,v,American Club - Yacht Club,Kowloon Cricket Club (KCC),18:30,"4-1(3-1,1-3,3-2,3-2,3-0)",19,22/03/2018
Hong Kong Football Club M2A,v,Titlows Master,Hong Kong Football Club (HKFC),18:30,"5-0(3-0,3-0,3-0,3-0,3-0)",19,22/03/2018
Discovery Bay Masters 2,v,Hong Kong Football Club M2B,Discovery Bay (DB),18:30,"1-4(3-0,1-3,1-3,1-3,0-3)",19,22/03/2018
RICCI HALL OLD BOYS' ASSOCIATION,v,[BYE],,,,19,22/03/2018
RICCI HALL OLD BOYS' ASSOCIATION,v,Titlows Master,Masters - Cornwall Street (M - CSPSC),18:30,"4-1(3-1,3-0,3-0,2-3,3-0)",20,12/04/2018
Discovery Bay Masters 2,v,Hong Kong Football Club M2A,Discovery Bay (DB),18:30,"2-3(2-3,3-0,0-3,3-0,0-3)",20,12/04/2018
Hong Kong Football Club M2B,v,Perrier Sergio Tacchini KCC M2,Hong Kong Football Club (HKFC),18:30,"2-3(0-3,3-1,1-3,2-3,3-1)",20,12/04/2018
American Club - Yacht Club,v,[BYE],,,,20,12/04/2018
American Club - Yacht Club,v,Hong Kong Football Club M2B,American Club,18:30,"1-4(1-3,3-1,1-3,0-3,0-3)",21,19/04/2018
Hong Kong Football Club M2A,v,Perrier Sergio Tacchini KCC M2,Hong Kong Football Club (HKFC),18:30,"1-4(1-3,0-3,2-3,1-3,3-0)",21,19/04/2018
Discovery Bay Masters 2,v,RICCI HALL OLD BOYS' ASSOCIATION,Discovery Bay (DB),18:30,"2-3(1-3,0-3,0-3,3-2,3-2)",21,19/04/2018
Titlows Master,v,[BYE],,,,21,19/04/2018
