Home Team,vs,Away Team,Venue,Time,Result,Match Week,Date
i-Mask Advance Squash Club 14,v,The Zero Squash Club 4,Cornwall Street (CSPSC),19:00,"3-2(3-0,3-0,3-0,0-3,0-3)",1,13/10/2017
Fung King 4,v,Dragonfly,Tai Wo Hau (TWHSC),19:00,"0-5(0-3,1-3,0-3,0-3,0-3)",1,13/10/2017
Vitality Squash 2,v,Kinetic 7,HK Squash Centre (HKSC),19:00,"1-4(1-3,3-1,0-3,0-3,0-3)",1,13/10/2017
Citra Squash Team,v,Dr. Squash 3,Kwun Chung (KCSC),19:00,"4-1(3-0,3-0,3-0,3-0,WO)",1,13/10/2017
Friend Club 9,v,CPS,Pei Ho Street (PHSSC),19:00,"5-0(3-2,3-0,3-0,3-0,3-0)",1,13/10/2017
The Zero Squash Club 4,v,Dr. Squash 3,Tsing Yi (TYSC),19:00,"4-1(3-0,0-3,3-0,3-0,3-0)",2,20/10/2017
Citra Squash Team,v,CPS,Kwun Chung (KCSC),19:00,"4-1(3-0,3-0,3-0,3-0,WO)",2,20/10/2017
i-Mask Advance Squash Club 14,v,Fung King 4,Cornwall Street (CSPSC),19:00,"3-2(3-0,3-1,0-3,3-0,0-3)",2,20/10/2017
Vitality Squash 2,v,Friend Club 9,HK Squash Centre (HKSC),19:00,"2-3(3-0,0-3,3-0,0-3,0-3)",2,20/10/2017
Dragonfly,v,Kinetic 7,Wai Tsuen (WTSC),19:00,"4-1(3-2,2-3,3-1,3-0,3-0)",2,20/10/2017
Citra Squash Team,v,Vitality Squash 2,Kwun Chung (KCSC),19:00,"0-5(CR,CR,CR,CR,CR)",3,27/10/2017
Fung King 4,v,The Zero Squash Club 4,Tai Wo Hau (TWHSC),19:00,"2-3(3-0,0-3,3-0,1-3,0-3)",3,27/10/2017
Dr. Squash 3,v,CPS,HK Squash Centre (HKSC),19:00,"5-0(3-0,3-0,3-0,3-0,3-2)",3,27/10/2017
i-Mask Advance Squash Club 14,v,Kinetic 7,Cornwall Street (CSPSC),19:00,"3-2(0-3,3-0,3-1,1-3,3-0)",3,27/10/2017
Friend Club 9,v,Dragonfly,Pei Ho Street (PHSSC),19:00,"1-4(0-3,3-1,0-3,0-3,CR)",3,27/10/2017
The Zero Squash Club 4,v,CPS,Cornwall Street (CSPSC),19:00,"5-0(3-0,3-0,3-0,3-0,3-0)",4,03/11/2017
i-Mask Advance Squash Club 14,v,Friend Club 9,Cornwall Street (CSPSC),19:00,"5-0(3-0,3-0,3-0,WO,WO)",4,03/11/2017
Vitality Squash 2,v,Dr. Squash 3,HK Squash Centre (HKSC),19:00,"2-3(3-2,2-3,0-3,0-3,3-0)",4,03/11/2017
Kinetic 7,v,Fung King 4,Kwun Chung (KCSC),19:00,"5-0(3-0,3-1,3-1,3-0,3-0)",4,03/11/2017
Dragonfly,v,Citra Squash Team,Wai Tsuen (WTSC),19:00,"4-1(3-2,1-3,3-2,3-1,WO)",4,03/11/2017
Kinetic 7,v,The Zero Squash Club 4,Kwun Chung (KCSC),19:00,"2-3(3-1,1-3,0-3,0-3,3-2)",5,10/11/2017
Dr. Squash 3,v,Dragonfly,HK Squash Centre (HKSC),19:00,"0-5(0-3,2-3,0-3,1-3,0-3)",5,10/11/2017
CPS,v,Vitality Squash 2,Cornwall Street (CSPSC),19:00,"3-2(0-3,0-3,3-0,3-0,3-0)",5,10/11/2017
Citra Squash Team,v,i-Mask Advance Squash Club 14,Kwun Chung (KCSC),19:00,"1-4(1-3,1-3,3-1,WO,WO)",5,10/11/2017
Fung King 4,v,Friend Club 9,Cheung Fat (CFSC),19:00,"4-1(3-0,1-3,3-0,3-0,3-0)",5,10/11/2017
The Zero Squash Club 4,v,Vitality Squash 2,Cornwall Street (CSPSC),19:00,"4-1(0-3,3-0,3-0,3-0,3-0)",6,24/11/2017
i-Mask Advance Squash Club 14,v,Dr. Squash 3,Cornwall Street (CSPSC),19:00,"5-0(3-1,3-0,3-0,3-1,3-0)",6,24/11/2017
Dragonfly,v,CPS,Wai Tsuen (WTSC),19:00,"5-0(3-0,3-0,3-1,3-0,3-0)",6,24/11/2017
Friend Club 9,v,Kinetic 7,Pei Ho Street (PHSSC),19:00,"0-5(0-3,0-3,0-3,0-3,0-3)",6,24/11/2017
Citra Squash Team,v,Fung King 4,Kwun Chung (KCSC),19:00,"5-0(3-1,3-0,3-0,3-0,3-0)",6,24/11/2017
CPS,v,i-Mask Advance Squash Club 14,Cornwall Street (CSPSC),19:00,"0-5(0-3,0-3,0-3,0-3,0-3)",7,01/12/2017
Dr. Squash 3,v,Fung King 4,HK Squash Centre (HKSC),19:00,"2-3(0-3,3-2,3-0,1-3,0-3)",7,01/12/2017
Dragonfly,v,Vitality Squash 2,Wai Tsuen (WTSC),19:00,"5-0(WO,WO,WO,WO,WO)",7,01/12/2017
Citra Squash Team,v,Kinetic 7,Kwun Chung (KCSC),19:00,"2-3(2-3,3-1,0-3,1-3,3-0)",7,01/12/2017
Friend Club 9,v,The Zero Squash Club 4,Pei Ho Street (PHSSC),19:00,"0-5(0-3,0-3,0-3,2-3,0-3)",7,01/12/2017
CPS,v,Fung King 4,HK Squash Centre (HKSC),19:00,"1-4(0-3,0-3,1-3,1-3,3-1)",8,08/12/2017
The Zero Squash Club 4,v,Dragonfly,Cornwall Street (CSPSC),19:00,"0-5(0-3,1-3,0-3,0-3,0-3)",8,08/12/2017
i-Mask Advance Squash Club 14,v,Vitality Squash 2,Cornwall Street (CSPSC),19:00,"4-1(2-3,3-0,3-0,3-0,WO)",8,08/12/2017
Kinetic 7,v,Dr. Squash 3,Kwun Chung (KCSC),19:00,"5-0(3-0,3-0,3-0,CR,CR)",8,08/12/2017
Friend Club 9,v,Citra Squash Team,Pei Ho Street (PHSSC),19:00,"1-4(0-3,0-3,2-3,0-3,3-0)",8,08/12/2017
CPS,v,Kinetic 7,Cornwall Street (CSPSC),19:00,"0-5(0-3,0-3,0-3,0-3,0-3)",9,15/12/2017
Fung King 4,v,Vitality Squash 2,Tai Wo Hau (TWHSC),19:00,"5-0(3-0,3-0,3-0,3-0,3-0)",9,15/12/2017
Dr. Squash 3,v,Friend Club 9,HK Squash Centre (HKSC),19:00,"4-1(3-1,3-0,1-3,3-0,3-0)",9,15/12/2017
Citra Squash Team,v,The Zero Squash Club 4,Kwun Chung (KCSC),19:00,"2-3(3-2,1-3,3-1,WO,WO)",9,15/12/2017
Dragonfly,v,i-Mask Advance Squash Club 14,Wai Tsuen (WTSC),19:00,"4-1(3-1,3-1,1-3,WO,WO)",9,15/12/2017
The Zero Squash Club 4,v,i-Mask Advance Squash Club 14,Cornwall Street (CSPSC),19:00,"1-4(0-3,1-3,3-0,1-3,1-3)",10,05/01/2018
CPS,v,Friend Club 9,Cornwall Street (CSPSC),19:00,"3-2(3-0,0-3,0-3,3-0,3-0)",10,05/01/2018
Kinetic 7,v,Vitality Squash 2,Kwun Chung (KCSC),19:00,"5-0(3-0,3-0,3-0,3-0,3-0)",10,05/01/2018
Dr. Squash 3,v,Citra Squash Team,HK Squash Centre (HKSC),19:00,"1-4(0-3,0-3,1-3,0-3,3-0)",10,05/01/2018
Dragonfly,v,Fung King 4,Wai Tsuen (WTSC),19:00,"5-0(3-0,3-0,3-0,3-0,3-0)",10,05/01/2018
Kinetic 7,v,Dragonfly,Kwun Chung (KCSC),19:00,"3-2(1-3,3-1,3-0,2-3,3-1)",11,12/01/2018
Fung King 4,v,i-Mask Advance Squash Club 14,Cheung Fat (CFSC),19:00,"1-4(0-3,0-3,0-3,3-1,1-3)",11,12/01/2018
Dr. Squash 3,v,The Zero Squash Club 4,HK Squash Centre (HKSC),19:00,"1-4(0-3,3-0,WO,0-3,0-3)",11,12/01/2018
CPS,v,Citra Squash Team,Cornwall Street (CSPSC),19:00,"2-3(0-3,2-3,2-3,WO,WO)",11,12/01/2018
Friend Club 9,v,Vitality Squash 2,Pei Ho Street (PHSSC),19:00,,11,12/01/2018
Kinetic 7,v,i-Mask Advance Squash Club 14,Kwun Chung (KCSC),19:00,"5-0(3-1,3-2,3-2,3-1,3-1)",12,19/01/2018
CPS,v,Dr. Squash 3,Cornwall Street (CSPSC),19:00,"0-5(0-3,2-3,0-3,0-3,0-3)",12,19/01/2018
The Zero Squash Club 4,v,Fung King 4,Cornwall Street (CSPSC),19:00,"2-3(2-3,0-3,0-3,3-0,3-0)",12,19/01/2018
Vitality Squash 2,v,Citra Squash Team,HK Squash Centre (HKSC),19:00,"5-0(3-0,3-0,3-0,3-0,3-0)",12,19/01/2018
Dragonfly,v,Friend Club 9,Wai Tsuen (WTSC),19:00,"5-0(3-1,3-0,3-0,3-0,3-0)",12,19/01/2018
CPS,v,The Zero Squash Club 4,Cornwall Street (CSPSC),19:00,"0-5(0-3,0-3,0-3,0-3,0-3)",13,26/01/2018
Citra Squash Team,v,Dragonfly,Kwun Chung (KCSC),19:00,"0-5(CR,CR,CR,CR,CR)",13,26/01/2018
Dr. Squash 3,v,Vitality Squash 2,HK Squash Centre (HKSC),19:00,"3-2(1-3,0-3,3-0,3-0,CR)",13,26/01/2018
Friend Club 9,v,i-Mask Advance Squash Club 14,Pei Ho Street (PHSSC),19:00,"0-5(0-3,0-3,0-3,1-3,0-3)",13,26/01/2018
Fung King 4,v,[BYE],,,,13,26/01/2018
The Zero Squash Club 4,v,Kinetic 7,Cornwall Street (CSPSC),19:00,"2-3(0-3,2-3,3-1,1-3,3-1)",14,02/02/2018
Friend Club 9,v,Fung King 4,Pei Ho Street (PHSSC),19:00,"1-4(0-3,0-3,3-1,1-3,0-3)",14,02/02/2018
i-Mask Advance Squash Club 14,v,Citra Squash Team,Cornwall Street (CSPSC),19:00,"5-0(CR,CR,CR,CR,CR)",14,02/02/2018
Vitality Squash 2,v,CPS,HK Squash Centre (HKSC),19:00,"0-5(CR,CR,CR,CR,CR)",14,02/02/2018
Dragonfly,v,Dr. Squash 3,Wai Tsuen (WTSC),19:00,"5-0(3-0,3-1,3-1,3-0,WO)",14,02/02/2018
Vitality Squash 2,v,The Zero Squash Club 4,HK Squash Centre (HKSC),19:00,"2-3(3-1,3-2,0-3,0-3,0-3)",15,09/02/2018
Dr. Squash 3,v,i-Mask Advance Squash Club 14,HK Squash Centre (HKSC),19:00,"0-5(0-3,0-3,0-3,2-3,0-3)",15,09/02/2018
CPS,v,Dragonfly,Kwun Chung (KCSC),19:00,"0-5(1-3,0-3,0-3,1-3,0-3)",15,09/02/2018
Fung King 4,v,Citra Squash Team,Tai Wo Hau (TWHSC),19:00,"2-3(2-3,0-3,0-3,WO,WO)",15,09/02/2018
Kinetic 7,v,Friend Club 9,Kwun Chung (KCSC),19:00,"5-0(3-0,3-0,3-1,3-0,3-0)",15,09/02/2018
Vitality Squash 2,v,Dragonfly,HK Squash Centre (HKSC),19:00,"1-4(3-2,0-3,WO,1-3,WO)",16,02/03/2018
Fung King 4,v,Dr. Squash 3,Lai King (LKSC),19:00,"4-1(3-0,3-0,1-3,3-0,WO)",16,02/03/2018
i-Mask Advance Squash Club 14,v,CPS,Cornwall Street (CSPSC),19:00,"5-0(3-0,3-0,3-0,3-0,3-0)",16,02/03/2018
The Zero Squash Club 4,v,Friend Club 9,Cornwall Street (CSPSC),19:00,"3-2(3-0,3-0,1-3,1-3,3-0)",16,02/03/2018
Kinetic 7,v,Citra Squash Team,Kwun Chung (KCSC),19:00,"3-2(3-1,1-3,1-3,CR,CR)",16,02/03/2018
Fung King 4,v,CPS,Tai Wo Hau (TWHSC),19:00,"5-0(3-0,3-0,3-0,3-0,3-0)",17,09/03/2018
Dr. Squash 3,v,Kinetic 7,HK Squash Centre (HKSC),19:00,"0-5(0-3,1-3,0-3,0-3,0-3)",17,09/03/2018
