Home Team,vs,Away Team,Venue,Time,Result,Match Week,Date
Star River 5,v,South China Athletic Association,Cornwall Street (CSPSC),19:00,"5-0(3-0,3-1,3-1,3-0,3-0)",1,11/10/2017
Global 2,v,Perrier Mix,HK Squash Centre (HKSC),19:00,"3-2(3-1,0-3,1-3,3-1,3-2)",1,11/10/2017
NOVICE,v,Hong Kong Football Club 16,Cornwall Street (CSPSC),19:00,"1-4(3-0,0-3,0-3,0-3,0-3)",1,11/10/2017
ALPHA CUHK 2,v,MASS,Chinese University of HK (CUHK),19:00,"3-2(1-3,0-3,3-0,3-0,3-0)",1,11/10/2017
Latecomers,v,Airporterz,HK Squash Centre (HKSC),19:00,"0-5(2-3,1-3,0-3,0-3,0-3)",1,11/10/2017
MASS,v,NOVICE,Cornwall Street (CSPSC),19:00,"4-1(1-3,3-0,3-0,3-0,3-0)",2,18/10/2017
Star River 5,v,ALPHA CUHK 2,Cornwall Street (CSPSC),19:00,"3-2(0-3,0-3,3-1,3-0,3-1)",2,18/10/2017
Airporterz,v,Global 2,Cornwall Street (CSPSC),19:00,"4-1(3-1,3-1,0-3,3-2,3-0)",2,18/10/2017
Latecomers,v,Hong Kong Football Club 16,HK Squash Centre (HKSC),19:00,"0-5(0-3,0-3,0-3,0-3,WO)",2,18/10/2017
South China Athletic Association,v,Perrier Mix,South China Athletic Assocation (SCAA),19:00,"5-0(3-0,3-1,3-1,3-0,WO)",2,18/10/2017
Global 2,v,Hong Kong Football Club 16,HK Squash Centre (HKSC),19:00,"4-1(3-1,1-3,3-0,3-2,3-0)",3,25/10/2017
Perrier Mix,v,Airporterz,HK Squash Centre (HKSC),19:00,"3-2(3-0,3-0,0-3,0-3,3-0)",3,25/10/2017
NOVICE,v,Star River 5,Cornwall Street (CSPSC),19:00,"1-4(3-0,0-3,0-3,0-3,0-3)",3,25/10/2017
ALPHA CUHK 2,v,South China Athletic Association,Chinese University of HK (CUHK),19:00,"2-3(3-2,2-3,0-3,0-3,3-0)",3,25/10/2017
Latecomers,v,MASS,HK Squash Centre (HKSC),19:00,"0-5(1-3,0-3,0-3,1-3,2-3)",3,25/10/2017
Star River 5,v,Latecomers,Cornwall Street (CSPSC),19:00,"4-1(0-3,3-0,3-0,3-1,3-0)",4,01/11/2017
MASS,v,Global 2,Cornwall Street (CSPSC),19:00,"3-2(3-0,3-0,3-0,0-3,0-3)",4,01/11/2017
ALPHA CUHK 2,v,NOVICE,Chinese University of HK (CUHK),19:00,"1-4(1-3,3-0,1-3,2-3,1-3)",4,01/11/2017
Hong Kong Football Club 16,v,Perrier Mix,Hong Kong Football Club (HKFC),19:00,"2-3(2-3,2-3,0-3,3-0,3-0)",4,01/11/2017
Airporterz,v,South China Athletic Association,Cornwall Street (CSPSC),19:00,"0-5(1-3,0-3,0-3,0-3,0-3)",4,01/11/2017
Airporterz,v,Hong Kong Football Club 16,Cornwall Street (CSPSC),19:00,"2-3(3-1,1-3,3-2,0-3,2-3)",5,08/11/2017
Perrier Mix,v,MASS,HK Squash Centre (HKSC),19:00,"2-3(0-3,3-0,0-3,0-3,3-0)",5,08/11/2017
Global 2,v,Star River 5,HK Squash Centre (HKSC),19:00,"3-2(0-3,3-2,1-3,3-0,3-0)",5,08/11/2017
South China Athletic Association,v,NOVICE,South China Athletic Assocation (SCAA),19:00,"5-0(3-0,3-0,3-0,3-0,3-0)",5,08/11/2017
Latecomers,v,ALPHA CUHK 2,HK Squash Centre (HKSC),19:00,"2-3(3-1,3-2,0-3,1-3,0-3)",5,08/11/2017
MASS,v,Airporterz,Cornwall Street (CSPSC),19:00,"3-2(3-0,3-1,3-0,0-3,1-3)",6,22/11/2017
NOVICE,v,Latecomers,Cornwall Street (CSPSC),19:00,"3-2(2-3,0-3,3-0,3-0,3-0)",6,22/11/2017
Star River 5,v,Perrier Mix,Cornwall Street (CSPSC),19:00,"4-1(3-0,1-3,3-0,3-0,3-1)",6,22/11/2017
