Home Team,vs,Away Team,Venue,Time,Result,Match Week,Date
HEAD SHATIN 7,v,Diocesan,Cornwall Street (CSPSC),17:00,"5-0(3-0,3-0,3-0,3-0,3-0)",1,12/10/2019
Hong Kong Football Club 19,v,TNG 4,Hong Kong Football Club (HKFC),17:00,"2-3(2-3,1-3,1-3,3-0,3-0)",1,12/10/2019
KYS 2,v,North District Sport Association 2,HK Squash Centre (HKSC),17:00,"0-5(0-3,1-3,0-3,0-3,0-3)",1,12/10/2019
i-Mask Advance Squash Club 13,v,[BYE],,,,1,12/10/2019
i-Mask Advance Squash Club 13,v,TNG 4,Cornwall Street (CSPSC),17:00,"1-4(0-3,0-3,0-3,3-1,0-3)",2,19/10/2019
North District Sport Association 2,v,HEAD SHATIN 7,Cornwall Street (CSPSC),17:00,"3-2(2-3,3-0,0-3,3-2,3-0)",2,19/10/2019
KYS 2,v,Hong Kong Football Club 19,HK Squash Centre (HKSC),17:00,"0-5(0-3,0-3,0-3,0-3,0-3)",2,19/10/2019
Diocesan,v,[BYE],,,,2,19/10/2019
TNG 4,v,KYS 2,Cornwall Street (CSPSC),17:00,"5-0(3-0,3-0,3-0,3-0,CR)",3,23/11/2019
i-Mask Advance Squash Club 13,v,HEAD SHATIN 7,Cornwall Street (CSPSC),17:00,"1-4(0-3,0-3,0-3,3-1,CR)",3,23/11/2019
Hong Kong Football Club 19,v,Diocesan,Hong Kong Football Club (HKFC),17:00,"5-0(3-0,3-0,3-0,3-0,3-0)",3,23/11/2019
North District Sport Association 2,v,[BYE],,,,3,23/11/2019
North District Sport Association 2,v,Hong Kong Football Club 19,Cornwall Street (CSPSC),17:00,"4-1(3-0,3-0,3-1,3-0,1-3)",4,30/11/2019
HEAD SHATIN 7,v,TNG 4,Cornwall Street (CSPSC),17:00,"2-3(2-3,3-0,2-3,3-0,2-3)",4,30/11/2019
Diocesan,v,i-Mask Advance Squash Club 13,Cornwall Street (CSPSC),17:00,"0-5(CR,CR,CR,CR,CR)",4,30/11/2019
KYS 2,v,[BYE],,,,4,30/11/2019
Diocesan,v,KYS 2,Cornwall Street (CSPSC),17:00,"3-2(3-0,3-2,0-3,2-3,CR)",5,07/12/2019
North District Sport Association 2,v,TNG 4,Cornwall Street (CSPSC),17:00,"1-4(2-3,0-3,0-3,3-0,2-3)",5,07/12/2019
