Home Team,vs,Away Team,Venue,Time,Result,Match Week,Date
Hong Kong Football Club 9B,v,Hong Kong Football Club 9A,Hong Kong Football Club (HKFC),19:00,"1-4(3-1,2-3,0-3,0-3,0-3)",1,14/10/2019
Friend Club 2,v,Friend Club 3,Cornwall Street (CSPSC),19:00,"0-5(1-3,1-3,0-3,1-3,1-3)",1,14/10/2019
The Hong Kong Jockey Club D9,v,Twister 2,HKJC Sha Tin Club House (HKJC),19:00,"2-3(2-3,2-3,3-1,1-3,3-1)",1,14/10/2019
Old School Fellows,v,Star River 1,HK Squash Centre (HKSC),19:00,"3-2(3-0,3-0,3-0,1-3,0-3)",1,14/10/2019
Target,v,[BYE],,,,1,14/10/2019
Friend Club 3,v,Hong Kong Football Club 9B,Cornwall Street (CSPSC),19:00,"2-3(1-3,3-1,3-1,1-3,1-3)",2,21/10/2019
Star River 1,v,Twister 2,Cornwall Street (CSPSC),19:00,"3-2(3-0,1-3,3-2,2-3,3-1)",2,21/10/2019
Target,v,The Hong Kong Jockey Club D9,Harbour Road (HRSC),19:00,"1-4(0-3,0-3,0-3,1-3,3-1)",2,21/10/2019
Old School Fellows,v,Friend Club 2,HK Squash Centre (HKSC),19:00,"1-4(2-3,1-3,3-1,1-3,0-3)",2,21/10/2019
Hong Kong Football Club 9A,v,[BYE],,,,2,21/10/2019
Twister 2,v,Hong Kong Football Club 9B,Cornwall Street (CSPSC),19:00,"2-3(0-3,3-0,3-1,1-3,1-3)",3,28/10/2019
Friend Club 2,v,Target,Cornwall Street (CSPSC),19:00,"5-0(3-0,3-1,3-1,3-0,3-0)",3,28/10/2019
The Hong Kong Jockey Club D9,v,Star River 1,HKJC Sha Tin Club House (HKJC),19:00,"4-1(0-3,3-0,3-1,3-0,3-1)",3,28/10/2019
Hong Kong Football Club 9A,v,Old School Fellows,Hong Kong Football Club (HKFC),19:00,"4-1(1-3,3-1,3-0,3-0,3-0)",3,28/10/2019
Friend Club 3,v,[BYE],,,,3,28/10/2019
Star River 1,v,Friend Club 2,Cornwall Street (CSPSC),19:00,"3-2(2-3,2-3,3-0,3-2,3-1)",4,04/11/2019
Friend Club 3,v,Twister 2,Cornwall Street (CSPSC),19:00,"5-0(3-0,3-1,3-2,3-0,3-1)",4,04/11/2019
Target,v,Hong Kong Football Club 9A,Harbour Road (HRSC),19:00,"0-5(1-3,0-3,0-3,2-3,1-3)",4,04/11/2019
Hong Kong Football Club 9B,v,The Hong Kong Jockey Club D9,Hong Kong Football Club (HKFC),19:00,"1-4(3-0,0-3,1-3,0-3,1-3)",4,04/11/2019
Old School Fellows,v,[BYE],,,,4,04/11/2019
Friend Club 2,v,Twister 2,Cornwall Street (CSPSC),19:00,"2-3(3-1,3-2,1-3,0-3,0-3)",5,25/11/2019
Target,v,Star River 1,Harbour Road (HRSC),19:00,"0-5(0-3,0-3,0-3,2-3,2-3)",5,25/11/2019
Old School Fellows,v,Hong Kong Football Club 9B,HK Squash Centre (HKSC),19:00,"3-2(0-3,3-1,1-3,3-1,3-2)",5,25/11/2019
Friend Club 3,v,Hong Kong Football Club 9A,Cornwall Street (CSPSC),19:00,"3-2(3-0,0-3,3-1,1-3,3-2)",5,25/11/2019
The Hong Kong Jockey Club D9,v,[BYE],,,,5,25/11/2019
Hong Kong Football Club 9A,v,Star River 1,Hong Kong Football Club (HKFC),19:00,"4-1(1-3,3-0,3-2,3-1,3-2)",6,02/12/2019
Friend Club 2,v,[BYE],,,,6,02/12/2019
Hong Kong Football Club 9B,v,Target,Hong Kong Football Club (HKFC),19:00,"5-0(3-0,3-1,3-0,3-1,3-0)",7,09/12/2019
Twister 2,v,Hong Kong Football Club 9A,Cornwall Street (CSPSC),19:00,"2-3(1-3,3-2,2-3,0-3,3-1)",7,09/12/2019
Friend Club 3,v,Old School Fellows,Cornwall Street (CSPSC),19:00,"4-1(2-3,3-0,3-0,3-1,3-1)",7,09/12/2019
The Hong Kong Jockey Club D9,v,Friend Club 2,HKJC Sha Tin Club House (HKJC),19:00,"4-1(2-3,3-0,3-0,3-0,CR)",7,09/12/2019
Star River 1,v,[BYE],,,,7,09/12/2019
Star River 1,v,Hong Kong Football Club 9B,Cornwall Street (CSPSC),19:00,"1-4(0-3,1-3,2-3,0-3,3-0)",8,06/01/2020
Target,v,Friend Club 3,Harbour Road (HRSC),19:00,"0-5(0-3,0-3,0-3,0-3,0-3)",8,06/01/2020
Old School Fellows,v,Twister 2,HK Squash Centre (HKSC),19:00,"2-3(3-0,0-3,0-3,1-3,3-1)",8,06/01/2020
Hong Kong Football Club 9A,v,The Hong Kong Jockey Club D9,Hong Kong Football Club (HKFC),19:00,"3-2(0-3,1-3,3-0,3-2,3-1)",8,06/01/2020
Friend Club 2,v,[BYE],,,,8,06/01/2020
Hong Kong Football Club 9A,v,Hong Kong Football Club 9B,Hong Kong Football Club (HKFC),19:00,"3-2(0-3,3-1,3-1,3-0,2-3)",9,13/01/2020
Friend Club 3,v,Friend Club 2,Cornwall Street (CSPSC),19:00,"5-0(3-2,3-0,3-0,3-0,CR)",9,13/01/2020
Star River 1,v,Old School Fellows,Cornwall Street (CSPSC),19:00,"3-2(2-3,3-2,3-2,1-3,3-0)",9,13/01/2020
Twister 2,v,The Hong Kong Jockey Club D9,Cornwall Street (CSPSC),19:00,"2-3(3-1,3-1,2-3,1-3,0-3)",9,13/01/2020
Target,v,[BYE],,,,9,13/01/2020
Friend Club 2,v,Old School Fellows,Cornwall Street (CSPSC),19:00,,10,10/02/2020
Twister 2,v,Star River 1,Cornwall Street (CSPSC),19:00,,10,10/02/2020
