Home Team,vs,Away Team,Venue,Time,Result,Match Week,Date
Revolution,v,Vitality Squash 1,HK Squash Centre (HKSC),19:00,"3-2(3-1,3-0,1-3,3-0,2-3)",1,11/10/2019
Studio Pro,v,TNG 2,Java Road (JRSC),19:00,"3-2(0-3,1-3,3-2,3-0,3-0)",1,11/10/2019
Yuen Long JR 2,v,TOMCAT,Yau Oi (YOSC),19:00,"1-4(0-3,0-3,3-1,0-3,2-3)",1,11/10/2019
i-Mask Advance Squash Club 8,v,[BYE],,,,1,11/10/2019
Vitality Squash 1,v,TNG 2,HK Squash Centre (HKSC),19:00,"3-2(3-1,3-1,3-0,0-3,2-3)",2,18/10/2019
TOMCAT,v,Kinetic 2,Cornwall Street (CSPSC),19:00,"3-2(3-0,3-1,1-3,3-0,1-3)",2,18/10/2019
Revolution,v,i-Mask Advance Squash Club 8,HK Squash Centre (HKSC),19:00,"0-5(2-3,0-3,0-3,2-3,0-3)",2,18/10/2019
Yuen Long JR 2,v,Studio Pro,Yau Oi (YOSC),19:00,"0-5(1-3,1-3,0-3,1-3,1-3)",2,18/10/2019
TNG 2,v,i-Mask Advance Squash Club 8,Cornwall Street (CSPSC),19:00,"2-3(3-0,1-3,0-3,3-0,2-3)",3,25/10/2019
Vitality Squash 1,v,Yuen Long JR 2,HK Squash Centre (HKSC),19:00,"2-3(0-3,0-3,0-3,CR,CR)",3,25/10/2019
Studio Pro,v,TOMCAT,Java Road (JRSC),19:00,"3-2(2-3,0-3,3-1,3-1,3-1)",3,25/10/2019
Kinetic 2,v,Revolution,Wai Tsuen (WTSC),19:00,"3-2(3-2,0-3,0-3,3-0,3-1)",3,25/10/2019
TOMCAT,v,Revolution,Cornwall Street (CSPSC),19:00,"4-1(3-0,3-0,0-3,3-0,3-1)",4,01/11/2019
TNG 2,v,Kinetic 2,Cornwall Street (CSPSC),19:00,"3-2(3-2,3-0,1-3,0-3,3-2)",4,01/11/2019
Studio Pro,v,Vitality Squash 1,Java Road (JRSC),19:00,"4-1(3-0,2-3,3-0,3-0,3-0)",4,01/11/2019
Yuen Long JR 2,v,i-Mask Advance Squash Club 8,Yau Oi (YOSC),19:00,"2-3(2-3,2-3,0-3,3-0,CR)",4,01/11/2019
Kinetic 2,v,Yuen Long JR 2,Wai Tsuen (WTSC),19:00,"4-1(2-3,3-0,3-1,3-1,3-0)",5,08/11/2019
Revolution,v,TNG 2,HK Squash Centre (HKSC),19:00,"4-1(1-3,3-2,3-2,3-2,3-0)",5,08/11/2019
Vitality Squash 1,v,TOMCAT,HK Squash Centre (HKSC),19:00,"3-2(1-3,3-0,3-1,3-0,CR)",5,08/11/2019
i-Mask Advance Squash Club 8,v,[BYE],,,,5,08/11/2019
Vitality Squash 1,v,Kinetic 2,HK Squash Centre (HKSC),19:00,"4-1(3-0,3-1,3-0,3-1,0-3)",6,22/11/2019
TNG 2,v,Yuen Long JR 2,Cornwall Street (CSPSC),19:00,"4-1(3-0,3-1,3-0,2-3,3-2)",6,22/11/2019
i-Mask Advance Squash Club 8,v,TOMCAT,Cornwall Street (CSPSC),19:00,"1-4(0-3,0-3,0-3,0-3,CR)",6,22/11/2019
Revolution,v,Studio Pro,HK Squash Centre (HKSC),19:00,"3-2(1-3,3-0,3-0,2-3,3-1)",6,22/11/2019
TOMCAT,v,Yuen Long JR 2,Cornwall Street (CSPSC),19:00,"5-0(3-0,3-0,3-0,3-1,3-2)",7,29/11/2019
TNG 2,v,Studio Pro,Cornwall Street (CSPSC),19:00,"4-1(3-2,0-3,3-0,3-0,3-1)",7,29/11/2019
Revolution,v,Vitality Squash 1,HK Squash Centre (HKSC),19:00,"3-2(1-3,0-3,3-0,3-0,3-0)",7,29/11/2019
Kinetic 2,v,i-Mask Advance Squash Club 8,Wai Tsuen (WTSC),19:00,"4-1(0-3,3-2,3-2,3-1,3-0)",7,29/11/2019
i-Mask Advance Squash Club 8,v,Kinetic 2,Cornwall Street (CSPSC),19:00,"2-3(1-3,3-2,3-1,0-3,1-3)",8,06/12/2019
Revolution,v,[BYE],,,,8,06/12/2019
TOMCAT,v,Kinetic 2,Cornwall Street (CSPSC),19:00,"3-2(3-0,3-0,3-0,2-3,0-3)",9,13/12/2019
i-Mask Advance Squash Club 8,v,Revolution,Cornwall Street (CSPSC),19:00,"2-3(3-0,1-3,3-0,0-3,0-3)",9,13/12/2019
Vitality Squash 1,v,TNG 2,HK Squash Centre (HKSC),19:00,"2-3(2-3,3-1,3-1,0-3,0-3)",9,13/12/2019
Studio Pro,v,Yuen Long JR 2,Java Road (JRSC),19:00,"4-1(1-3,3-2,3-0,3-0,3-0)",9,13/12/2019
TOMCAT,v,Studio Pro,Cornwall Street (CSPSC),19:00,"4-1(3-1,3-0,1-3,3-1,3-0)",10,03/01/2020
TNG 2,v,i-Mask Advance Squash Club 8,Cornwall Street (CSPSC),19:00,"5-0(CR,CR,CR,CR,CR)",10,03/01/2020
Kinetic 2,v,Revolution,Wai Tsuen (WTSC),19:00,"2-3(3-1,2-3,0-3,0-3,3-0)",10,03/01/2020
Yuen Long JR 2,v,Vitality Squash 1,Yau Oi (YOSC),19:00,"4-1(1-3,3-0,CR,CR,CR)",10,03/01/2020
i-Mask Advance Squash Club 8,v,Yuen Long JR 2,Cornwall Street (CSPSC),19:00,"2-3(3-1,3-0,0-3,CR,CR)",11,10/01/2020
Vitality Squash 1,v,Studio Pro,HK Squash Centre (HKSC),19:00,"1-4(2-3,3-0,1-3,0-3,0-3)",11,10/01/2020
Revolution,v,TOMCAT,HK Squash Centre (HKSC),19:00,"1-4(0-3,0-3,3-0,1-3,2-3)",11,10/01/2020
Kinetic 2,v,TNG 2,Wai Tsuen (WTSC),19:00,"3-2(1-3,3-1,3-1,3-1,2-3)",11,10/01/2020
TOMCAT,v,Vitality Squash 1,Cornwall Street (CSPSC),19:00,"2-3(2-3,3-1,2-3,0-3,3-0)",12,17/01/2020
Revolution,v,TNG 2,HK Squash Centre (HKSC),19:00,"1-4(2-3,3-1,0-3,0-3,CR)",12,17/01/2020
Studio Pro,v,i-Mask Advance Squash Club 8,Java Road (JRSC),19:00,"4-1(0-3,3-0,CR,CR,CR)",12,17/01/2020
Yuen Long JR 2,v,Kinetic 2,Yau Oi (YOSC),19:00,"0-5(2-3,1-3,0-3,0-3,0-3)",12,17/01/2020
Studio Pro,v,i-Mask Advance Squash Club 8,Java Road (JRSC),19:00,"5-0(3-0,3-0,3-0,3-0,3-0)",13,22/01/2020
Kinetic 2,v,[BYE],,,,13,22/01/2020
Vitality Squash 1,v,i-Mask Advance Squash Club 8,HK Squash Centre (HKSC),19:00,,14,07/02/2020
TNG 2,v,TOMCAT,Cornwall Street (CSPSC),19:00,,14,07/02/2020
Revolution,v,Yuen Long JR 2,HK Squash Centre (HKSC),19:00,,14,07/02/2020
Kinetic 2,v,Studio Pro,Wai Tsuen (WTSC),19:00,,14,07/02/2020
TOMCAT,v,i-Mask Advance Squash Club 8,Cornwall Street (CSPSC),19:00,,15,14/02/2020
Vitality Squash 1,v,Kinetic 2,HK Squash Centre (HKSC),19:00,,15,14/02/2020
Studio Pro,v,Revolution,Java Road (JRSC),19:00,,15,14/02/2020
Yuen Long JR 2,v,TNG 2,Yau Oi (YOSC),19:00,,15,14/02/2020
i-Mask Advance Squash Club 8,v,Kinetic 2,Cornwall Street (CSPSC),19:00,,16,21/02/2020
Vitality Squash 1,v,Revolution,HK Squash Centre (HKSC),19:00,,16,21/02/2020
Studio Pro,v,TNG 2,Java Road (JRSC),19:00,,16,21/02/2020
Yuen Long JR 2,v,TOMCAT,Yau Oi (YOSC),19:00,,16,21/02/2020
TNG 2,v,Vitality Squash 1,Cornwall Street (CSPSC),19:00,,17,28/02/2020
Kinetic 2,v,TOMCAT,Wai Tsuen (WTSC),19:00,,17,28/02/2020
Revolution,v,i-Mask Advance Squash Club 8,HK Squash Centre (HKSC),19:00,,17,28/02/2020
Yuen Long JR 2,v,Studio Pro,Yau Oi (YOSC),19:00,,17,28/02/2020
Revolution,v,Kinetic 2,HK Squash Centre (HKSC),19:00,,18,06/03/2020
i-Mask Advance Squash Club 8,v,TNG 2,Cornwall Street (CSPSC),19:00,,18,06/03/2020
