Home Team,vs,Away Team,Venue,Time,Result,Match Week,Date
Star River 2,v,Tuen Mun Squash Club 2,Cornwall Street (CSPSC),19:00,"4-1(3-2,0-3,3-0,3-0,3-1)",1,16/10/2019
North District Sport Association 1,v,Kinetic 4,Cornwall Street (CSPSC),19:00,"4-1(1-3,3-1,3-1,3-1,3-0)",1,16/10/2019
Island Squash Racket Club,v,WSC Noset,HK Squash Centre (HKSC),19:00,,1,16/10/2019
Banbil,v,Centre Squash,HK Squash Centre (HKSC),19:00,"0-5(0-3,0-3,0-3,0-3,0-3)",1,16/10/2019
Hong Kong Football Club 13,v,Sea Bear,Hong Kong Football Club (HKFC),19:00,"0-5(1-3,2-3,0-3,1-3,2-3)",1,16/10/2019
North District Sport Association 1,v,Sea Bear,Pei Ho Street (PHSSC),19:00,"5-0(3-0,3-0,3-1,3-0,3-1)",2,23/10/2019
Kinetic 4,v,Star River 2,HK Squash Centre (HKSC),19:00,"3-2(3-0,3-0,1-3,2-3,3-0)",2,23/10/2019
Centre Squash,v,Hong Kong Football Club 13,Harbour Road (HRSC),19:00,"2-3(2-3,3-2,3-2,1-3,0-3)",2,23/10/2019
WSC Noset,v,Banbil,HK Squash Centre (HKSC),19:00,"5-0(3-0,3-0,3-0,3-0,3-0)",2,23/10/2019
Tuen Mun Squash Club 2,v,Island Squash Racket Club,Kwun Chung (KCSC),19:00,"3-2(3-2,3-0,0-3,0-3,3-0)",2,23/10/2019
North District Sport Association 1,v,Centre Squash,Cornwall Street (CSPSC),19:00,"4-1(2-3,3-0,3-1,CR,CR)",3,30/10/2019
Star River 2,v,Island Squash Racket Club,Cornwall Street (CSPSC),19:00,"3-2(3-0,0-3,2-3,3-0,3-0)",3,30/10/2019
Banbil,v,Tuen Mun Squash Club 2,HK Squash Centre (HKSC),19:00,"3-2(3-0,0-3,1-3,3-1,3-1)",3,30/10/2019
Kinetic 4,v,Sea Bear,HK Squash Centre (HKSC),19:00,"3-2(3-0,3-2,0-3,3-2,0-3)",3,30/10/2019
