Home Team,vs,Away Team,Venue,Time,Result,Match Week,Date
Hong Kong Cricket Club L1,v,Young Player L1,Hong Kong Cricket Club (HKCC),19:00,"1-2(3-0,0-3,0-3)",1,10/10/2019
PERRIER SERGIO TACCHINI KCC L1A,v,PERRIER SERGIO TACCHINI KCC L1B,Kowloon Cricket Club (KCC),19:00,"1-2(1-3,3-1,1-3)",1,10/10/2019
Hong Kong Football Club L1,v,[BYE],,,,1,10/10/2019
Hong Kong Football Club L1,v,PERRIER SERGIO TACCHINI KCC L1A,Hong Kong Football Club (HKFC),19:00,"2-1(3-0,0-3,3-2)",2,17/10/2019
PERRIER SERGIO TACCHINI KCC L1B,v,Hong Kong Cricket Club L1,Kowloon Cricket Club (KCC),19:00,"3-0(3-0,3-0,3-0)",2,17/10/2019
Young Player L1,v,[BYE],,,,2,17/10/2019
Young Player L1,v,PERRIER SERGIO TACCHINI KCC L1B,HK Squash Centre (HKSC),19:00,"1-2(1-3,3-0,0-3)",3,24/10/2019
Hong Kong Cricket Club L1,v,Hong Kong Football Club L1,Hong Kong Cricket Club (HKCC),19:00,"1-2(3-0,1-3,0-3)",3,24/10/2019
PERRIER SERGIO TACCHINI KCC L1A,v,[BYE],,,,3,24/10/2019
Hong Kong Football Club L1,v,Young Player L1,Hong Kong Football Club (HKFC),19:00,"1-2(0-3,0-3,3-1)",4,31/10/2019
PERRIER SERGIO TACCHINI KCC L1A,v,Hong Kong Cricket Club L1,Kowloon Cricket Club (KCC),19:00,"3-0(3-0,3-1,3-0)",4,31/10/2019
PERRIER SERGIO TACCHINI KCC L1B,v,[BYE],,,,4,31/10/2019
Young Player L1,v,PERRIER SERGIO TACCHINI KCC L1A,HK Squash Centre (HKSC),19:00,"0-3(1-3,1-3,0-3)",5,07/11/2019
PERRIER SERGIO TACCHINI KCC L1B,v,Hong Kong Football Club L1,Kowloon Cricket Club (KCC),19:00,"1-2(2-3,3-1,1-3)",5,07/11/2019
Hong Kong Cricket Club L1,v,[BYE],,,,5,07/11/2019
Hong Kong Cricket Club L1,v,PERRIER SERGIO TACCHINI KCC L1B,Hong Kong Cricket Club (HKCC),19:00,"0-3(0-3,0-3,0-3)",6,21/11/2019
