Home Team,vs,Away Team,Venue,Time,Result,Match Week,Date
The Zero Squash Club D19,v,PERRIER SERGIO TACCHINI KCC 8,Cornwall Street (CSPSC),17:00,"5-0(3-0,3-0,3-0,3-0,CR)",1,12/10/2019
Spark 5,v,Perrier Mix,HK Squash Centre (HKSC),17:00,"5-0(WO,WO,CR,CR,CR)",1,12/10/2019
Vitality Squash 3,v,Hong Kong Cricket Club 19,HK Squash Centre (HKSC),17:00,"4-1(3-1,3-0,1-3,3-2,3-2)",1,12/10/2019
Kwai Tsing District Squash Club 3,v,[BYE],,,,1,12/10/2019
Kwai Tsing District Squash Club 3,v,The Zero Squash Club D19,Cornwall Street (CSPSC),17:00,"2-3(0-3,3-0,3-2,0-3,0-3)",2,19/10/2019
Perrier Mix,v,Vitality Squash 3,HK Squash Centre (HKSC),17:00,"0-5(0-3,0-3,0-3,0-3,0-3)",2,19/10/2019
PERRIER SERGIO TACCHINI KCC 8,v,Spark 5,Kowloon Cricket Club (KCC),17:00,"1-4(0-3,0-3,3-2,0-3,0-3)",2,19/10/2019
Hong Kong Cricket Club 19,v,[BYE],,,,2,19/10/2019
Vitality Squash 3,v,Kwai Tsing District Squash Club 3,HK Squash Centre (HKSC),17:00,"5-0(3-0,3-0,3-1,3-0,3-0)",3,23/11/2019
The Zero Squash Club D19,v,Spark 5,Cornwall Street (CSPSC),17:00,"5-0(3-0,3-0,3-0,3-0,CR)",3,23/11/2019
PERRIER SERGIO TACCHINI KCC 8,v,Hong Kong Cricket Club 19,Kowloon Cricket Club (KCC),17:00,"0-5(0-3,0-3,0-3,0-3,0-3)",3,23/11/2019
Perrier Mix,v,[BYE],,,,3,23/11/2019
PERRIER SERGIO TACCHINI KCC 8,v,Perrier Mix,Kowloon Cricket Club (KCC),17:00,"4-1(3-0,3-0,0-3,3-0,WO)",4,30/11/2019
The Zero Squash Club D19,v,Vitality Squash 3,Cornwall Street (CSPSC),17:00,"4-1(3-1,3-0,3-2,3-0,0-3)",4,30/11/2019
Hong Kong Cricket Club 19,v,Kwai Tsing District Squash Club 3,Hong Kong Cricket Club (HKCC),17:00,"4-1(3-0,3-0,3-0,3-0,0-3)",4,30/11/2019
Spark 5,v,[BYE],,,,4,30/11/2019
Perrier Mix,v,The Zero Squash Club D19,HK Squash Centre (HKSC),17:00,"0-5(0-3,0-3,0-3,0-3,0-3)",5,07/12/2019
Hong Kong Cricket Club 19,v,Spark 5,Hong Kong Cricket Club (HKCC),17:00,"4-1(3-0,3-0,3-0,2-3,3-0)",5,07/12/2019
PERRIER SERGIO TACCHINI KCC 8,v,Kwai Tsing District Squash Club 3,Kowloon Cricket Club (KCC),17:00,"0-5(0-3,0-3,1-3,0-3,0-3)",5,07/12/2019
Vitality Squash 3,v,[BYE],,,,5,07/12/2019
Hong Kong Cricket Club 19,v,The Zero Squash Club D19,Hong Kong Cricket Club (HKCC),17:00,"4-1(3-1,1-3,3-0,3-0,3-1)",6,14/12/2019
Kwai Tsing District Squash Club 3,v,Perrier Mix,Cornwall Street (CSPSC),17:00,"5-0(3-0,3-0,WO,WO,WO)",6,14/12/2019
Vitality Squash 3,v,Spark 5,HK Squash Centre (HKSC),17:00,"5-0(3-0,3-0,3-0,3-0,3-1)",6,14/12/2019
PERRIER SERGIO TACCHINI KCC 8,v,[BYE],,,,6,14/12/2019
Spark 5,v,Kwai Tsing District Squash Club 3,HK Squash Centre (HKSC),17:00,"2-3(1-3,1-3,1-3,3-0,CR)",7,21/12/2019
Hong Kong Cricket Club 19,v,[BYE],,,,7,21/12/2019
Kwai Tsing District Squash Club 3,v,PERRIER SERGIO TACCHINI KCC 8,Cornwall Street (CSPSC),17:00,"4-1(3-0,3-0,2-3,3-0,3-0)",8,04/01/2020
The Zero Squash Club D19,v,Perrier Mix,Cornwall Street (CSPSC),17:00,"5-0(CR,CR,CR,CR,CR)",8,04/01/2020
Spark 5,v,Hong Kong Cricket Club 19,HK Squash Centre (HKSC),17:00,"1-4(0-3,1-3,0-3,1-3,CR)",8,04/01/2020
Vitality Squash 3,v,[BYE],,,,8,04/01/2020
Perrier Mix,v,Spark 5,HK Squash Centre (HKSC),17:00,"1-4(2-3,3-2,0-3,0-3,0-3)",9,11/01/2020
Hong Kong Cricket Club 19,v,Vitality Squash 3,Hong Kong Cricket Club (HKCC),17:00,"1-4(3-0,0-3,0-3,0-3,0-3)",9,11/01/2020
PERRIER SERGIO TACCHINI KCC 8,v,The Zero Squash Club D19,Kowloon Cricket Club (KCC),17:00,"1-4(0-3,0-3,0-3,3-0,0-3)",9,11/01/2020
Kwai Tsing District Squash Club 3,v,[BYE],,,,9,11/01/2020
The Zero Squash Club D19,v,Kwai Tsing District Squash Club 3,Kwun Chung (KCSC),17:00,"4-1(3-0,3-0,3-0,3-1,1-3)",10,18/01/2020
Vitality Squash 3,v,Perrier Mix,HK Squash Centre (HKSC),17:00,"5-0(3-0,3-0,3-0,3-0,3-0)",10,18/01/2020
PERRIER SERGIO TACCHINI KCC 8,v,Spark 5,Kowloon Cricket Club (KCC),17:00,,10,18/01/2020
Hong Kong Cricket Club 19,v,[BYE],,,,10,18/01/2020
Kwai Tsing District Squash Club 3,v,Spark 5,Cornwall Street (CSPSC),17:00,,11,08/02/2020
Perrier Mix,v,Hong Kong Cricket Club 19,HK Squash Centre (HKSC),17:00,,11,08/02/2020
PERRIER SERGIO TACCHINI KCC 8,v,Vitality Squash 3,Kowloon Cricket Club (KCC),17:00,,11,08/02/2020
The Zero Squash Club D19,v,[BYE],,,,11,08/02/2020
Kwai Tsing District Squash Club 3,v,Vitality Squash 3,Cornwall Street (CSPSC),17:00,,12,15/02/2020
Spark 5,v,The Zero Squash Club D19,HK Squash Centre (HKSC),17:00,,12,15/02/2020
Hong Kong Cricket Club 19,v,PERRIER SERGIO TACCHINI KCC 8,Hong Kong Cricket Club (HKCC),17:00,,12,15/02/2020
Perrier Mix,v,[BYE],,,,12,15/02/2020
The Zero Squash Club D19,v,Vitality Squash 3,Cornwall Street (CSPSC),17:00,,13,22/02/2020
Kwai Tsing District Squash Club 3,v,Hong Kong Cricket Club 19,Cornwall Street (CSPSC),17:00,,13,22/02/2020
Perrier Mix,v,PERRIER SERGIO TACCHINI KCC 8,HK Squash Centre (HKSC),17:00,,13,22/02/2020
Spark 5,v,[BYE],,,,13,22/02/2020
Perrier Mix,v,Kwai Tsing District Squash Club 3,HK Squash Centre (HKSC),17:00,,14,29/02/2020
Spark 5,v,Vitality Squash 3,HK Squash Centre (HKSC),17:00,,14,29/02/2020
The Zero Squash Club D19,v,Hong Kong Cricket Club 19,Cornwall Street (CSPSC),17:00,,14,29/02/2020
PERRIER SERGIO TACCHINI KCC 8,v,[BYE],,,,14,29/02/2020
Perrier Mix,v,The Zero Squash Club D19,HK Squash Centre (HKSC),17:00,,15,07/03/2020
