Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Sha Tin 5,9,9,0,42,33,12,0,0,0,0
Kinetic 3,9,7,2,32,25,20,0,0,0,0
BOSS,9,6,3,32,26,19,0,0,0,0
Star River 1,10,5,5,31,26,24,0,0,0,0
The Squash Club 3,9,5,4,30,25,20,0,0,0,0
Global Squash 2,9,5,4,29,24,21,0,0,0,0
Tuen Mun Squash Club,9,5,4,29,24,21,0,0,0,0
HKCC Tuesday Night Rockers,9,3,6,24,21,24,0,0,0,0
7NT,9,2,7,20,18,27,0,0,0,0
i-Mask Advance Squash Club 4,9,2,7,19,17,28,0,0,0,0
Invader Squash,9,1,8,12,11,34,0,0,0,0
