Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc
Energy Squash Club 2,0.0,16.666666666666686,33.33333333333334,16.666666666666657,66.66666666666666,26.666666666666664
Energy Squash Club 1,7.142857142857146,16.666666666666664,50.000000000000014,-8.333333333333329,50.0,23.095238095238102
HKIS Div 13,-10.0,-10.0,60.0,-25.0,100.0,23.0
Sha Tin 6,0.0,25.0,62.5,-46.42857142857143,50.0,18.214285714285708
X-Alpha 5,-60.0,8.333333333333336,16.66666666666667,16.66666666666667,100.0,16.333333333333336
Kinetic 4,-11.42857142857143,5.714285714285715,31.42857142857143,-13.333333333333329,41.66666666666666,10.809523809523803
Electrify Squash Div 13,-15.0,0.0,25.0,25.0,0.0,7.0
i-Mask Advance Squash Club 5,-20.0,35.0,-30.0,0.0,50.0,7.0
Yuen Long District Sports Association Limited,-26.19047619047619,-14.285714285714285,-28.57142857142857,55.0,46.66666666666666,6.523809523809522
SocGen Squash,0.0,10.0,25.0,-25.0,0.0,2.0
Happy Squash 4,-37.5,-2.5,-12.5,25.0,33.33333333333333,1.1666666666666643
Fusion Squash Club 2,-23.809523809523803,-28.57142857142857,-23.809523809523803,-9.523809523809518,-33.33333333333334,-23.80952380952381
