Home Team,Away Team,Venue,Match Week,Date,Avg Simulated Home Points,Avg Simulated Away Points
HKCC Tuesday Night Rockers,Global Squash 2,Hong Kong Cricket Club,16,2025-03-04,3.367873574714943,2.632126425285057
BOSS,Invader Squash,Cornwall Street Squash Centre,16,2025-03-04,3.8065613122624526,2.1934386877375474
Tuen Mun Squash Club,7NT,Cornwall Street Squash Centre,16,2025-03-04,3.4302860572114424,2.5697139427885576
Star River 1,i-Mask Advance Squash Club 4,Cornwall Street Squash Centre,16,2025-03-04,3.128225645129026,2.871774354870974
The Squash Club 3,Kinetic 3,Cornwall Street Squash Centre,16,2025-03-04,3.2724544908981796,2.7275455091018204
Kinetic 3,Star River 1,HK Squash Centre,17,2025-03-11,3.49749949989998,2.50250050010002
i-Mask Advance Squash Club 4,Tuen Mun Squash Club,Cornwall Street Squash Centre,17,2025-03-11,2.7325465093018604,3.2674534906981396
7NT,BOSS,Cornwall Street Squash Centre,17,2025-03-11,2.693138627725545,3.306861372274455
Invader Squash,HKCC Tuesday Night Rockers,Harbour Road Sports Centre,17,2025-03-11,2.315863172634527,3.684136827365473
Global Squash 2,Sha Tin 5,HK Squash Centre,17,2025-03-11,2.3180636127225447,3.6819363872774553
Sha Tin 5,Invader Squash,Cornwall Street Squash Centre,18,2025-03-18,4.427685537107421,1.5723144628925785
7NT,HKCC Tuesday Night Rockers,Cornwall Street Squash Centre,18,2025-03-18,2.6949389877975594,3.3050610122024406
BOSS,i-Mask Advance Squash Club 4,Cornwall Street Squash Centre,18,2025-03-18,3.0720144028805763,2.9279855971194237
Tuen Mun Squash Club,Kinetic 3,Cornwall Street Squash Centre,18,2025-03-18,2.905381076215243,3.094618923784757
Star River 1,The Squash Club 3,Cornwall Street Squash Centre,18,2025-03-18,2.554110822164433,3.445889177835567
The Squash Club 3,Tuen Mun Squash Club,Cornwall Street Squash Centre,19,2025-03-25,3.394878975795159,2.605121024204841
Kinetic 3,BOSS,HK Squash Centre,19,2025-03-25,3.5423084616923384,2.4576915383076616
i-Mask Advance Squash Club 4,HKCC Tuesday Night Rockers,Cornwall Street Squash Centre,19,2025-03-25,2.870774154830966,3.129225845169034
7NT,Sha Tin 5,Cornwall Street Squash Centre,19,2025-03-25,1.9539907981596318,4.046009201840368
Invader Squash,Global Squash 2,Harbour Road Sports Centre,19,2025-03-25,2.469093818763753,3.530906181236247
Global Squash 2,7NT,Harbour Road Sports Centre,20,2025-04-01,3.374474894978996,2.625525105021004
Sha Tin 5,i-Mask Advance Squash Club 4,Cornwall Street Squash Centre,20,2025-04-01,3.8451690338067612,2.1548309661932388
HKCC Tuesday Night Rockers,Kinetic 3,Hong Kong Cricket Club,20,2025-04-01,2.9101820364072815,3.0898179635927185
BOSS,The Squash Club 3,Cornwall Street Squash Centre,20,2025-04-01,2.5537107421484295,3.4462892578515705
Tuen Mun Squash Club,Star River 1,Cornwall Street Squash Centre,20,2025-04-01,3.0882176435287056,2.9117823564712944
Star River 1,BOSS,Cornwall Street Squash Centre,21,2025-04-08,3.0700140028005602,2.9299859971994398
The Squash Club 3,HKCC Tuesday Night Rockers,Cornwall Street Squash Centre,21,2025-04-08,3.493498699739948,2.506501300260052
Kinetic 3,Sha Tin 5,HK Squash Centre,21,2025-04-08,2.725745149029806,3.274254850970194
i-Mask Advance Squash Club 4,Global Squash 2,Cornwall Street Squash Centre,21,2025-04-08,3.116623324664933,2.883376675335067
7NT,Invader Squash,Cornwall Street Squash Centre,21,2025-04-08,3.5093018603720743,2.4906981396279257
Tuen Mun Squash Club,The Squash Club 3,Cornwall Street Squash Centre,22,2025-04-29,2.6319263852770556,3.3680736147229444
BOSS,Kinetic 3,Cornwall Street Squash Centre,22,2025-04-29,2.791358271654331,3.208641728345669
HKCC Tuesday Night Rockers,i-Mask Advance Squash Club 4,Hong Kong Cricket Club,22,2025-04-29,3.4274854970994197,2.5725145029005803
Sha Tin 5,7NT,Cornwall Street Squash Centre,22,2025-04-29,4.058611722344469,1.9413882776555311
Global Squash 2,Invader Squash,HK Squash Centre,22,2025-04-29,3.6493298659731948,2.3506701340268052
