Home Team,Away Team,Venue,Match Week,Date
Friend Club 3,Hong Kong Cricket Club 4,Cornwall Street Squash Centre,3,2024-10-21
Global Squash 1,Kowloon Cricket Club 6A,HK Squash Centre,3,2024-10-21
Kowloon Cricket Club 6B,Social Squash Team,Kowloon Cricket Club,3,2024-10-21
Hong Kong Football Club 6A,United Services Recreation Club 2,Hong Kong Football Club,3,2024-10-21
Hong Kong Football Club 6C,Hong Kong Football Club 6B,Hong Kong Football Club,3,2024-10-21
Hong Kong Football Club 6B,Global Squash 1,Hong Kong Football Club,4,2024-10-28
Kowloon Cricket Club 6B,Friend Club 3,Kowloon Cricket Club,4,2024-10-28
United Services Recreation Club 2,Hong Kong Football Club 6C,United Services Recreation Club,4,2024-10-28
Hong Kong Football Club 6A,Hong Kong Cricket Club 4,Hong Kong Football Club,4,2024-10-28
Social Squash Team,Kowloon Cricket Club 6A,HK Squash Centre,4,2024-10-28
Hong Kong Football Club 6B,Friend Club 3,Hong Kong Football Club,5,2024-11-04
Global Squash 1,Hong Kong Football Club 6C,HK Squash Centre,5,2024-11-04
Kowloon Cricket Club 6B,Hong Kong Cricket Club 4,Kowloon Cricket Club,5,2024-11-04
United Services Recreation Club 2,Kowloon Cricket Club 6A,United Services Recreation Club,5,2024-11-04
Hong Kong Football Club 6A,Social Squash Team,Hong Kong Football Club,5,2024-11-04
Hong Kong Football Club 6B,Kowloon Cricket Club 6B,Hong Kong Football Club,6,2024-11-11
United Services Recreation Club 2,Global Squash 1,United Services Recreation Club,6,2024-11-11
Hong Kong Football Club 6A,Friend Club 3,Hong Kong Football Club,6,2024-11-11
Social Squash Team,Hong Kong Football Club 6C,HK Squash Centre,6,2024-11-11
Kowloon Cricket Club 6A,Hong Kong Cricket Club 4,Kowloon Cricket Club,6,2024-11-11
Hong Kong Cricket Club 4,Hong Kong Football Club 6B,Hong Kong Cricket Club,7,2024-11-18
Hong Kong Football Club 6C,Kowloon Cricket Club 6A,Hong Kong Football Club,7,2024-11-18
Friend Club 3,Social Squash Team,Cornwall Street Squash Centre,7,2024-11-18
Global Squash 1,Hong Kong Football Club 6A,HK Squash Centre,7,2024-11-18
Kowloon Cricket Club 6B,United Services Recreation Club 2,Kowloon Cricket Club,7,2024-11-18
United Services Recreation Club 2,Hong Kong Football Club 6B,United Services Recreation Club,8,2024-11-25
Hong Kong Football Club 6A,Kowloon Cricket Club 6B,Hong Kong Football Club,8,2024-11-25
Social Squash Team,Global Squash 1,HK Squash Centre,8,2024-11-25
Kowloon Cricket Club 6A,Friend Club 3,Kowloon Cricket Club,8,2024-11-25
Hong Kong Cricket Club 4,Hong Kong Football Club 6C,Hong Kong Cricket Club,8,2024-11-25
Social Squash Team,Hong Kong Football Club 6B,HK Squash Centre,9,2024-12-09
Kowloon Cricket Club 6A,Hong Kong Football Club 6A,Kowloon Cricket Club,9,2024-12-09
Hong Kong Cricket Club 4,United Services Recreation Club 2,Hong Kong Cricket Club,9,2024-12-09
Hong Kong Football Club 6C,Kowloon Cricket Club 6B,HK Squash Centre,9,2024-12-09
Friend Club 3,Global Squash 1,Cornwall Street Squash Centre,9,2024-12-09
United Services Recreation Club 2,Social Squash Team,United Services Recreation Club,10,2024-12-16
Global Squash 1,Hong Kong Cricket Club 4,HK Squash Centre,10,2024-12-16
Friend Club 3,Hong Kong Football Club 6C,Cornwall Street Squash Centre,10,2024-12-16
Hong Kong Football Club 6B,Hong Kong Football Club 6A,HK Squash Centre,10,2024-12-16
Kowloon Cricket Club 6B,Kowloon Cricket Club 6A,Kowloon Cricket Club,10,2024-12-16
Hong Kong Football Club 6B,Kowloon Cricket Club 6A,Hong Kong Football Club,11,2025-01-06
Social Squash Team,Hong Kong Cricket Club 4,HK Squash Centre,11,2025-01-06
Friend Club 3,United Services Recreation Club 2,Cornwall Street Squash Centre,11,2025-01-06
Kowloon Cricket Club 6B,Global Squash 1,Kowloon Cricket Club,11,2025-01-06
Hong Kong Football Club 6A,Hong Kong Football Club 6C,Hong Kong Football Club,11,2025-01-06
Hong Kong Cricket Club 4,Friend Club 3,Hong Kong Cricket Club,12,2025-01-13
Kowloon Cricket Club 6A,Global Squash 1,Kowloon Cricket Club,12,2025-01-13
Social Squash Team,Kowloon Cricket Club 6B,HK Squash Centre,12,2025-01-13
United Services Recreation Club 2,Hong Kong Football Club 6A,United Services Recreation Club,12,2025-01-13
Hong Kong Football Club 6B,Hong Kong Football Club 6C,Hong Kong Football Club,12,2025-01-13
Global Squash 1,Hong Kong Football Club 6B,HK Squash Centre,13,2025-01-20
Friend Club 3,Kowloon Cricket Club 6B,Cornwall Street Squash Centre,13,2025-01-20
Hong Kong Football Club 6C,United Services Recreation Club 2,Hong Kong Football Club,13,2025-01-20
Hong Kong Cricket Club 4,Hong Kong Football Club 6A,Hong Kong Cricket Club,13,2025-01-20
Kowloon Cricket Club 6A,Social Squash Team,Kowloon Cricket Club,13,2025-01-20
Friend Club 3,Hong Kong Football Club 6B,Cornwall Street Squash Centre,14,2025-02-10
Hong Kong Football Club 6C,Global Squash 1,Hong Kong Football Club,14,2025-02-10
Hong Kong Cricket Club 4,Kowloon Cricket Club 6B,Hong Kong Cricket Club,14,2025-02-10
Kowloon Cricket Club 6A,United Services Recreation Club 2,Kowloon Cricket Club,14,2025-02-10
Social Squash Team,Hong Kong Football Club 6A,Cornwall Street Squash Centre,14,2025-02-10
Kowloon Cricket Club 6B,Hong Kong Football Club 6B,Kowloon Cricket Club,15,2025-02-17
Global Squash 1,United Services Recreation Club 2,HK Squash Centre,15,2025-02-17
Friend Club 3,Hong Kong Football Club 6A,Cornwall Street Squash Centre,15,2025-02-17
Hong Kong Football Club 6C,Social Squash Team,Hong Kong Football Club,15,2025-02-17
Hong Kong Cricket Club 4,Kowloon Cricket Club 6A,Hong Kong Cricket Club,15,2025-02-17
Hong Kong Football Club 6B,Hong Kong Cricket Club 4,Hong Kong Football Club,16,2025-02-24
Kowloon Cricket Club 6A,Hong Kong Football Club 6C,Kowloon Cricket Club,16,2025-02-24
Social Squash Team,Friend Club 3,HK Squash Centre,16,2025-02-24
Hong Kong Football Club 6A,Global Squash 1,Hong Kong Football Club,16,2025-02-24
United Services Recreation Club 2,Kowloon Cricket Club 6B,United Services Recreation Club,16,2025-02-24
Hong Kong Football Club 6B,United Services Recreation Club 2,Hong Kong Football Club,17,2025-03-03
Kowloon Cricket Club 6B,Hong Kong Football Club 6A,Kowloon Cricket Club,17,2025-03-03
Global Squash 1,Social Squash Team,HK Squash Centre,17,2025-03-03
Friend Club 3,Kowloon Cricket Club 6A,Cornwall Street Squash Centre,17,2025-03-03
Hong Kong Football Club 6C,Hong Kong Cricket Club 4,Hong Kong Football Club,17,2025-03-03
Hong Kong Football Club 6B,Social Squash Team,Hong Kong Football Club,18,2025-03-10
Hong Kong Football Club 6A,Kowloon Cricket Club 6A,Hong Kong Football Club,18,2025-03-10
United Services Recreation Club 2,Hong Kong Cricket Club 4,United Services Recreation Club,18,2025-03-10
Kowloon Cricket Club 6B,Hong Kong Football Club 6C,Kowloon Cricket Club,18,2025-03-10
Global Squash 1,Friend Club 3,HK Squash Centre,18,2025-03-10
