Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,avg_win_perc
Ladies Recreation Club M1,-28.57142857142857,2.3809523809523796,38.09523809523809,3.968253968253965
Hong Kong Football Club M1B,8.333333333333343,-16.666666666666657,8.333333333333343,1.4210854715202004e-14
Hong Kong Football Club M1A,-10.0,-25.0,25.0,-3.3333333333333286
Hong Kong Cricket Club M1A,-46.66666666666666,-13.333333333333329,5.0,-18.333333333333325
Hong Kong Cricket Club M1B,-15.0,-55.0,-5.0,-25.0
