Home Team,Away Team,Venue,Match Week,Date
Hong Kong Cricket Club 2,Young Player 2,Hong Kong Cricket Club,4,2024-10-28
Hong Kong Football Club 2A,Kowloon Cricket Club 2,Hong Kong Football Club,4,2024-10-28
Young Player 2,Hong Kong Football Club 2A,HK Squash Centre,5,2024-11-04
Hong Kong Football Club 2B,Hong Kong Cricket Club 2,Hong Kong Football Club,5,2024-11-04
Young Player 2,Kowloon Cricket Club 2,HK Squash Centre,6,2024-11-11
Hong Kong Football Club 2B,Hong Kong Football Club 2A,Hong Kong Football Club,6,2024-11-11
Kowloon Cricket Club 2,Hong Kong Football Club 2B,Kowloon Cricket Club,7,2024-11-18
Hong Kong Football Club 2A,Hong Kong Cricket Club 2,Hong Kong Football Club,7,2024-11-18
Hong Kong Cricket Club 2,Kowloon Cricket Club 2,Hong Kong Cricket Club,8,2024-11-25
Hong Kong Football Club 2B,Young Player 2,Hong Kong Football Club,8,2024-11-25
Young Player 2,Hong Kong Cricket Club 2,HK Squash Centre,9,2024-12-09
Kowloon Cricket Club 2,Hong Kong Football Club 2A,Kowloon Cricket Club,9,2024-12-09
Hong Kong Football Club 2A,Young Player 2,HK Squash Centre,10,2024-12-16
Hong Kong Cricket Club 2,Hong Kong Football Club 2B,Hong Kong Cricket Club,10,2024-12-16
Kowloon Cricket Club 2,Young Player 2,Kowloon Cricket Club,11,2025-01-06
Hong Kong Football Club 2A,Hong Kong Football Club 2B,Hong Kong Football Club,11,2025-01-06
Hong Kong Football Club 2B,Kowloon Cricket Club 2,Hong Kong Football Club,12,2025-01-13
Hong Kong Cricket Club 2,Hong Kong Football Club 2A,Hong Kong Cricket Club,12,2025-01-13
Kowloon Cricket Club 2,Hong Kong Cricket Club 2,Kowloon Cricket Club,13,2025-01-20
Young Player 2,Hong Kong Football Club 2B,HK Squash Centre,13,2025-01-20
Hong Kong Cricket Club 2,Young Player 2,Hong Kong Cricket Club,14,2025-02-10
Hong Kong Football Club 2A,Kowloon Cricket Club 2,Hong Kong Football Club,14,2025-02-10
Young Player 2,Hong Kong Football Club 2A,HK Squash Centre,15,2025-02-17
Hong Kong Football Club 2B,Hong Kong Cricket Club 2,Hong Kong Football Club,15,2025-02-17
Young Player 2,Kowloon Cricket Club 2,HK Squash Centre,16,2025-02-24
Hong Kong Football Club 2B,Hong Kong Football Club 2A,Hong Kong Football Club,16,2025-02-24
Kowloon Cricket Club 2,Hong Kong Football Club 2B,Kowloon Cricket Club,17,2025-03-03
Hong Kong Football Club 2A,Hong Kong Cricket Club 2,Hong Kong Football Club,17,2025-03-03
Hong Kong Cricket Club 2,Kowloon Cricket Club 2,Hong Kong Cricket Club,18,2025-03-10
Hong Kong Football Club 2B,Young Player 2,Hong Kong Football Club,18,2025-03-10
Young Player 2,Hong Kong Cricket Club 2,HK Squash Centre,19,2025-03-17
Kowloon Cricket Club 2,Hong Kong Football Club 2A,Kowloon Cricket Club,19,2025-03-17
Hong Kong Football Club 2A,Young Player 2,Hong Kong Football Club,20,2025-03-24
Hong Kong Cricket Club 2,Hong Kong Football Club 2B,Hong Kong Cricket Club,20,2025-03-24
