Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Hong Kong Football Club 7B,18,13,5,76,63,27
Kowloon Cricket Club 7,18,13,5,62,51,39
Hong Kong Cricket Club 6,17,11,6,57,46,39
Xavier,18,8,10,57,49,41
Physical Chess 2,17,9,8,53,45,40
The Squash Club 2,18,8,10,50,42,48
Twister 2,18,0,18,14,14,76
