Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Electrify Squash Div 15,21,20,1,107,87,18
RELAY 2,21,14,7,86,72,33
Squash-On,21,15,6,81,66,38
Squashathon MeGa,21,9,11,58,49,53
TNG 3,21,10,11,56,48,57
Fusion Squash Club 3,21,8,13,53,45,60
i-Mask Advance Squash Club 6,21,6,15,41,35,70
Serve - Ivors,21,1,19,-12,14,87
