Team,Played,Won,Lost,Points
Hong Kong Football Club M4A,6,5,1,26
WAKO,6,5,1,24
SKCSC M4,6,4,2,20
Hong Kong Football Club M4B,6,3,3,19
Kowloon Cricket Club M4,6,3,3,19
Hong Kong Cricket Club M4,6,3,3,18
Hong Kong Club Blue,6,3,3,18
United Services Recreation Club M4,6,1,5,14
Royal Hong Kong Yacht Club M4,6,2,4,12
Bolton,6,1,5,10
