Team,Played,Won,Lost,Points
Hong Kong Football Club M2A,5,3,2,19
Hong Kong Football Club M2B,5,3,2,17
Hong Kong Cricket Club M2,5,3,2,17
Ladies Recreation Club M2,5,3,2,16
United Services Recreation Club M2,4,0,4,3
