Team,Played,Won,Lost,Points
JESSICA L4,5,5,0,20
The Squash Club L4,5,4,1,18
JESSICA Mochis,5,3,2,14
Hong Kong Football Club L4,6,2,4,13
Hong Kong Cricket Club L4,4,3,1,12
Squashathon Ladies,5,2,3,10
Hong Kong Cricket Club Rockettes,5,2,3,8
Hong Kong Football Club JSA,4,1,3,8
Kwai Tsing District Squash Club L4,5,0,5,6
