Team,Played,Won,Lost,Points
The Squash Club 3,6,6,0,35
North District Sports Association 1,6,4,2,24
Craigengower Cricket Club,5,3,2,18
Arctic Circle,5,4,1,17
X-Alpha 5,6,2,4,14
Star River 2,5,2,3,11
MM Squash,5,2,3,10
Squashathon SocGen,5,1,4,9
Greenfield,5,0,5,5
