Team,Played,Won,Lost,Points
Hong Kong Cricket Club L3,5,4,1,16
JESSICA L3,4,3,1,15
Hong Kong Football Club L3B,5,2,3,11
Hong Kong Football Club L3A,5,2,3,11
Hong Kong Football Club L3C,5,1,4,7
